,State House Disctrict,TotSenVotes,DemSenVotes,RepSenVotes,TotGovVotes,DemGovVotes,RepGovVotes,TotLegVotes,DemLegVotes,RepLegVotes,%DemSen,%RepSen,DemSenMarg,DemSenMargRounded,DemSenWinner,%DemGov,%RepGov,DemGovMarg,DemGovMargRounded,DemGovWinner,%DemLeg,%RepLeg,DemLegMarg,DemLegMargRounded,DemLegWinner,ContestedLeg,Target Category,DemSenGovCompare
60,110,30770.0,27158.0,3447.0,30638.0,25773.0,4375.0,27300.0,27300.0,0.0,88.26129346766331,11.202469938251545,77.05882352941177,77.06,True,84.12102617664338,14.279652718845878,69.8413734577975,69.84,True,100.0,0.0,100.0,100.0,True,False,Dem Sweep,7.219999999999999
64,111,54388.0,43537.0,10531.0,54172.0,40003.0,13150.0,44377.0,44377.0,0.0,80.04890784731926,19.362727072148267,60.68618077517099,60.69,True,73.84442147234735,24.274532969061507,49.56988850328584,49.57,True,100.0,0.0,100.0,100.0,True,False,Dem Sweep,11.119999999999997
57,112,53818.0,29284.0,24100.0,53581.0,25464.0,27038.0,53142.0,26016.0,27126.0,54.41302166561373,44.7805566910699,9.632464974543836,9.63,True,47.524308990127096,50.461917470745234,-2.937608480618138,-2.94,False,48.95562831658575,51.04437168341425,-2.0887433668284956,-2.09,False,True,Dem Target,12.57
62,113,53349.0,29606.0,23355.0,53198.0,26256.0,25996.0,52670.0,28170.0,24500.0,55.49494835891957,43.77776528144857,11.717183077470999,11.72,True,49.35523891875634,48.86649874055416,0.4887401782021854,0.49,True,53.483956711600534,46.516043288399466,6.967913423201068,6.97,True,True,Dem Sweep,11.23
53,114,67526.0,38537.0,28430.0,67128.0,31696.0,33892.0,66528.0,37020.0,29508.0,57.06986938364482,42.102301335781775,14.967568047863047,14.97,True,47.21725658443571,50.488618758193304,-3.271362173757595,-3.27,False,55.64574314574314,44.35425685425685,11.291486291486287,11.29,True,True,Dem Sweep,18.240000000000002
63,115,57594.0,33499.0,23584.0,57242.0,28553.0,27504.0,56726.0,32214.0,24512.0,58.164044865784625,40.94870993506268,17.215334930721944,17.22,True,49.881206107403656,48.04863561720415,1.8325704901995081,1.83,True,56.78877410711137,43.21122589288862,13.577548214222752,13.58,True,True,Dem Sweep,15.389999999999999
19,116,47258.0,33424.0,13409.0,46931.0,29789.0,16195.0,46218.0,32538.0,13680.0,70.72664945617673,28.374031909941174,42.35261754623556,42.35,True,63.47403635123905,34.50810764739724,28.96592870384181,28.97,True,70.40114241204726,29.598857587952747,40.802284824094514,40.8,True,True,Dem Sweep,13.380000000000003
17,117,58368.0,34047.0,23763.0,58079.0,29463.0,27596.0,57456.0,32976.0,24480.0,58.331620065789465,40.71237664473684,17.619243421052623,17.62,True,50.72917922140533,47.514592193391756,3.2145870280135753,3.21,True,57.393483709273184,42.606516290726816,14.786967418546368,14.79,True,True,Dem Sweep,14.41
16,118,41917.0,24809.0,16700.0,41689.0,21934.0,19131.0,41399.0,24032.0,17367.0,59.18601044922108,39.8406374501992,19.345372999021876,19.35,True,52.61339921801914,45.88980306555686,6.723596152462278,6.72,True,58.04971134568467,41.95028865431532,16.099422691369348,16.1,True,True,Dem Sweep,12.630000000000003
15,119,42815.0,27612.0,14801.0,42613.0,24586.0,17379.0,30331.0,30331.0,0.0,64.49141655961695,34.56966016582974,29.921756393787213,29.92,True,57.696008260390016,40.78332903104686,16.912679229343155,16.91,True,100.0,0.0,100.0,100.0,True,False,Dem Sweep,13.010000000000002
29,12,49462.0,16808.0,32300.0,49483.0,14985.0,33922.0,48918.0,15855.0,33063.0,33.98164247300958,65.30265658485301,-31.321014111843432,-31.32,False,30.28312753875068,68.55283632762767,-38.269708788877,-38.27,False,32.411382313258926,67.58861768674109,-35.17723537348216,-35.18,False,True,Rep Sweep,6.950000000000003
22,120,42809.0,28975.0,13446.0,42585.0,26044.0,15750.0,42218.0,28864.0,13354.0,67.68436543717442,31.409283094676354,36.27508234249807,36.28,True,61.157684630738515,36.984853821768226,24.17283080897029,24.17,True,68.36894215737364,31.63105784262637,36.73788431474727,36.74,True,True,Dem Sweep,12.11
21,121,73985.0,36782.0,36520.0,73660.0,30935.0,41226.0,73051.0,32679.0,38843.0,49.715482868148946,49.36135703183078,0.3541258363181683,0.35,True,41.997013304371436,55.96796090143904,-13.970947597067607,-13.97,False,44.7345005544072,53.17244117123653,-8.43794061682933,-8.44,False,True,Dem Target,14.32
20,122,95450.0,41473.0,53207.0,95103.0,34307.0,59159.0,94162.0,35851.0,58311.0,43.44997380827658,55.743321110529074,-12.293347302252492,-12.29,False,36.073520288529274,62.20518805926206,-26.13166777073279,-26.13,False,38.0737452475521,61.9262547524479,-23.852509504895806,-23.85,False,True,Rep Sweep,13.84
13,123,49664.0,34918.0,14307.0,49330.0,31227.0,17142.0,36851.0,36851.0,0.0,70.30847293814433,28.807586984536083,41.50088595360825,41.5,True,63.302250152037296,34.749645246300425,28.55260490573687,28.55,True,100.0,0.0,100.0,100.0,True,False,Dem Sweep,12.95
14,124,47839.0,32207.0,15144.0,47591.0,28443.0,18276.0,47064.0,31835.0,15229.0,67.32373168335458,31.656180104099167,35.66755157925542,35.67,True,59.76550188060767,38.402218906936184,21.363282973671488,21.36,True,67.6419343872174,32.358065612782596,35.28386877443481,35.28,True,True,Dem Sweep,14.310000000000002
18,125,48238.0,31874.0,15907.0,47938.0,28298.0,18805.0,40494.0,32953.0,0.0,66.07653716986607,32.976076951780755,33.10046021808532,33.1,True,59.03041428511828,39.22775251366348,19.8026617714548,19.8,True,81.37748802291698,0.0,81.37748802291698,81.38,True,False,Dem Sweep,13.3
104,126,55812.0,26697.0,28729.0,55868.0,23752.0,31357.0,55434.0,25035.0,30399.0,47.833799182971404,51.47459327743138,-3.6407940944599773,-3.64,False,42.514498460657265,56.126942077754705,-13.61244361709744,-13.61,False,45.161814049139515,54.838185950860485,-9.67637190172097,-9.68,False,True,Rep Sweep,9.969999999999999
96,127,68819.0,27380.0,40947.0,68796.0,23822.0,44056.0,55576.0,0.0,44595.0,39.785524346474084,59.49955680843952,-19.714032461965438,-19.71,False,34.62701319844177,64.03860689574975,-29.41159369730798,-29.41,False,0.0,80.241471138621,-80.241471138621,-80.24,False,False,Rep Sweep,9.7
97,128,52328.0,17073.0,34925.0,52415.0,15223.0,36535.0,38197.0,0.0,38197.0,32.6268919125516,66.7424705702492,-34.1155786576976,-34.12,False,29.043212820757418,69.70332919965658,-40.66011637889916,-40.66,False,0.0,100.0,-100.0,-100.0,False,False,Rep Sweep,6.539999999999999
108,129,65374.0,29543.0,35284.0,65297.0,25512.0,38705.0,64684.0,27054.0,36554.0,45.1907486156576,53.97252730443296,-8.781778688775361,-8.78,False,39.07070768948037,59.27531127004303,-20.204603580562654,-20.2,False,41.82487168387855,56.511656669346365,-14.686784985467817,-14.69,False,True,Rep Sweep,11.42
7,13,65536.0,14007.0,51119.0,65533.0,11924.0,52892.0,64346.0,13460.0,50886.0,21.37298583984375,78.00140380859375,-56.62841796875,-56.63,False,18.195412998031525,80.7104817420231,-62.51506874399158,-62.52,False,20.91816119106083,79.08183880893918,-58.16367761787835,-58.16,False,True,Rep Sweep,5.890000000000001
103,130,76777.0,25526.0,50670.0,76736.0,21776.0,53923.0,76132.0,22598.0,52106.0,33.2469359313336,65.99632702502052,-32.74939109368692,-32.75,False,28.37781484570475,70.2707985821518,-41.89298373644705,-41.89,False,29.68265643881679,68.44165396942154,-38.758997530604745,-38.76,False,True,Rep Sweep,9.14
91,131,41996.0,35845.0,5937.0,42127.0,33895.0,7753.0,41870.0,35930.0,5940.0,85.35336698733212,14.137060672444996,71.21630631488713,71.22,True,80.45908799582216,18.403874000047477,62.05521399577468,62.06,True,85.81323143061859,14.18676856938142,71.62646286123717,71.63,True,True,Dem Sweep,9.159999999999997
98,132,66990.0,34442.0,32079.0,67025.0,31028.0,35072.0,66675.0,32841.0,32728.0,51.41364382743693,47.88625167935513,3.527392148081802,3.53,True,46.29317418873555,52.32674375233122,-6.03356956359567,-6.03,False,49.255343082114734,49.08586426696663,0.16947881514810348,0.17,True,True,Dem Sweep,9.56
93,133,72401.0,32546.0,39277.0,72161.0,26444.0,44436.0,71244.0,29844.0,41400.0,44.95241778428475,54.24925070095718,-9.296832916672429,-9.3,False,36.64583362203961,61.578969249317495,-24.933135627277885,-24.93,False,41.889843355229914,58.110156644770086,-16.220313289540172,-16.22,False,True,Rep Sweep,15.629999999999999
107,134,91052.0,54896.0,35467.0,90154.0,45424.0,42755.0,88914.0,41637.0,47277.0,60.290822826516724,38.95246672231252,21.338356104204202,21.34,True,50.38489695410077,47.42440712558511,2.960489828515655,2.96,True,46.82839597813618,53.17160402186383,-6.34320804372765,-6.34,False,True,Dem Target,18.38
109,135,56353.0,29791.0,26124.0,56369.0,26674.0,28839.0,56041.0,28473.0,26701.0,52.864976132592766,46.35778041985342,6.507195712739346,6.51,True,47.3203356454789,51.16109918572265,-3.840763540243749,-3.84,False,50.80744454952624,47.64547384950305,3.16197070002319,3.16,True,True,Dem Sweep,10.35
149,136,79515.0,46193.0,32279.0,79143.0,39498.0,37284.0,77934.0,41592.0,34084.0,58.09344148902723,40.59485631641829,17.49858517260894,17.5,True,49.90713013153406,47.10966225692733,2.797467874606731,2.8,True,53.368234660097,43.73444196371288,9.63379269638412,9.63,True,True,Dem Sweep,14.7
110,137,24444.0,17245.0,7015.0,24429.0,15771.0,8260.0,19954.0,17616.0,0.0,70.54900998199967,28.6982490590738,41.85076092292587,41.85,True,64.55851651725408,33.81227229931639,30.746244217937686,30.75,True,88.28305101733989,0.0,88.28305101733989,88.28,True,False,Dem Sweep,11.100000000000001
