CNTYVTD,PatrickR_18G_Lt. Governor,CollierD_18G_Lt. Governor,McKennonL_18G_Lt. Governor
"4394245",4,52,0
"4394250",826,720,34
"4394252",299,312,19
"4394253",119,136,13
"4394256",68,275,5
"4394259",528,184,15
"4394261",732,772,44
"4394272",179,115,11
"4394276",677,504,35
"4394284",115,37,1
"4394285",107,159,8
"4394288",13,68,2
"4394290",689,521,28
"4394312",15,52,3
"4394328",366,285,22
"4394338",1041,792,39
"4394340",874,306,36
"4394342",878,638,47
"4394343",805,447,28
"4394344",587,368,22
"4394350",379,521,38
"4394362",2,1,0
"4394369",1292,756,71
"4394370",0,0,0
"4394371",1205,295,18
"4394373",107,43,2
"4394374",665,554,38
"4394375",1092,484,50
"4394395",241,69,6
"4394397",113,84,4
"4394399",90,36,7
"4394400",81,65,3
"4394410",696,712,19
"4394429",465,356,22
"4394432",3,12,0
"4394452",1192,1156,68
"4394454",782,447,31
"4394456",449,271,17
"4394458",3,0,0
"4394475",11,34,0
"4394478",0,0,0
"4394480",385,172,8
"4394483",10,11,2
"4394485",82,85,7
"4394487",0,0,0
"4394492",186,307,26
"4394493",350,314,27
"4394494",1,0,0
"4394495",26,45,1
"4394496",90,195,8
"4394497",356,689,35
"4394498",267,160,8
"4394499",905,910,52
"4394503",148,294,5
"4394508",1089,902,57
"4394512",0,0,0
"4394528",1188,849,40
"4394531",962,536,47
"4394532",590,168,12
"4394533",440,297,23
"4394534",1119,773,60
"4394540",832,713,53
"4394551",1152,728,52
"4394563",0,0,0
"4394565",13,9,0
"4394568",20,8,1
"4394572",4,17,1
"4394573",0,0,0
"4394587",0,94,0
"4394588",1306,962,69
"4394591",817,710,35
"4394592",0,0,0
"4394593",62,67,2
"4394595",20,16,0
"4394596",15,41,0
"4394598",0,0,0
"4394599",1520,1294,55
"4394602",0,0,0
"4394604",1,2,0
"4394615",0,0,0
"4394620",7,17,0
"4394629",0,0,0
"4394630",0,0,0
"4394632",0,0,0
"4394634",374,481,26
"4394638",677,518,26
"4394640",130,294,12
"4394649",1080,547,41
"4394650",787,598,47
"4394666",0,0,0
"4394682",59,106,2
"4394683",0,0,0
"4394685",0,0,0
"4394686",0,0,0
"4394687",20,50,4
"4394688",13,11,0
"4394689",45,42,1
"4394690",9,1,0
"4394691",4,9,0
"4394692",2,8,1
"4394693",1,2,0
"4394694",1070,773,47
"4394702",468,361,27
"4394703",597,681,38
"4410101",1220,600,65
"4410102",853,398,28
"4410103",882,405,44
"4410104",1244,400,29
"4410105",939,479,44
"4410106",238,141,11
"4410107",224,51,5
"4410108",656,96,12
"4410109",132,15,2
"4410110",44,9,0
"4410201",325,259,15
"4410202",570,518,22
"4410203",697,378,29
"4410204",675,223,30
"4410205",695,507,26
"4410206",966,257,25
"4410207",132,29,5
"4410301",818,369,38
"4410302",1024,288,28
"4410303",974,135,33
"4410304",1039,398,44
"4410305",1389,364,41
"4410306",2249,555,57
"4410307",2660,585,82
"4410308",855,153,16
"4410401",320,215,31
"4410402",1001,506,47
"4410403",729,435,29
"4410404",637,440,39
"4410405",538,264,21
"4410406",1305,496,41
"4410407",499,162,14
"4410408",2036,296,45
"4410409",462,62,13
"4430001",63,46,1
"4430002A",4,5,0
"4430002B",48,62,3
"4430003",78,20,3
"4430004A",10,1,0
"4430004B",74,22,4
"4450101",185,58,3
"4450102",610,191,22
"4450201",212,86,3
"4450202",174,78,3
"4450301",304,171,11
"4450401",363,162,8
"4450402",109,24,4
"4470001",155,27,3
"4470002",126,38,4
"4473003",122,31,5
"4474005",42,18,0
"4474006",90,23,5
"4490001",39,196,4
"4490002",193,109,5
"4490003",276,71,3
"4490004",290,63,9
"4490005",128,19,5
"4490006",563,117,6
"4490007",431,137,9
"4490008",167,250,12
"4490009",146,65,4
"4490010",434,62,9
"4490011",70,23,1
"4490012",140,23,2
"4490014",419,343,17
"4490015",303,80,8
"4490016",870,341,26
"4490017",52,150,4
"4490018",73,23,1
"4490019",222,130,9
"4490020",479,255,19
"4510106",226,172,9
"4510107",248,126,14
"4510108",386,79,10
"4510112",467,117,8
"4510114",76,208,8
"4510124",140,302,8
"4510137",502,495,27
"4510144",312,282,19
"4510146",595,487,26
"4510213",1435,307,39
"4510215",1079,356,39
"4510225",48,11,1
"4510228",922,435,37
"4510230",1904,777,85
"4510241",2279,723,80
"4510304",1025,449,36
"4510305",14,12,0
"4510306",510,236,26
"4510308",74,56,0
"4510319",1417,539,53
"4510327",665,414,25
"4510348",275,95,10
"4510351",197,67,4
"4510358",1887,425,46
"4510401",50,29,2
"4510402",976,616,42
"4510420",222,58,9
"4510421",1410,540,45
"4510422",708,126,32
"4510423",562,78,13
"4510424",781,385,30
"4510434",255,225,17
"4510435",316,171,17
"4510436",1380,729,62
"4530101",524,2961,111
"4530102",121,557,14
"4530103",253,694,32
"4530104",225,554,27
"4530105",1149,3955,172
"4530106",907,1240,72
"4530107",147,103,6
"4530108",154,802,32
"4530109",372,1077,55
"4530110",1248,2935,132
"4530111",687,2113,81
"4530112",193,705,28
"4530113",949,3156,134
"4530114",52,103,4
"4530115",0,0,0
"4530116",0,0,0
"4530117",137,1508,38
"4530118",32,324,10
"4530119",0,0,0
"4530120",34,53,1
"4530121",52,564,13
"4530122",102,1686,35
"4530123",1403,2552,135
"4530124",238,3065,124
"4530125",0,0,0
"4530126",232,3350,131
"4530127",0,1,0
"4530128",0,0,0
"4530129",89,1576,41
"4530130",114,1235,44
"4530131",0,1,0
"4530132",136,1689,48
"4530133",168,1462,39
"4530134",0,0,0
"4530135",606,4971,160
"4530136",768,1163,76
"4530137",2694,3982,194
"4530138",0,0,0
"4530139",304,1611,79
"4530140",182,932,36
"4530141",50,237,9
"4530142",60,669,26
"4530145",452,1153,45
"4530146",709,1151,68
"4530148",755,1864,85
"4530149",121,1262,33
"4530150",645,765,58
"4530151",154,1454,44
"4530152",141,2702,67
"4530153",665,2579,116
"4530154",493,1717,88
"4530156",437,3250,125
"4530160",393,817,37
"4530161",381,705,35
"4530163",130,77,14
"4530164",145,828,35
"4530200",382,3655,129
"4530202",299,2292,94
"4530203",167,479,21
"4530205",331,1360,66
"4530206",205,1014,41
"4530207",907,2429,108
"4530208",662,3948,139
"4530209",102,479,19
"4530210",371,911,40
"4530211",255,935,31
"4530212",1512,1588,84
"4530213",0,0,0
"4530214",633,1357,67
"4530215",410,1077,52
"4530216",284,992,41
"4530217",267,1136,45
"4530218",849,3080,163
"4530219",594,1249,57
"4530220",429,946,36
"4530221",315,386,29
"4530222",375,1369,72
"4530223",65,286,13
"4530224",15,87,1
"4530225",645,1929,82
"4530226",279,1036,42
"4530227",142,365,7
"4530228",416,989,49
"4530229",352,960,66
"4530231",689,1469,58
"4530232",2519,2250,135
"4530233",1129,1560,93
"4530234",863,789,51
"4530235",270,2143,82
"4530236",332,2154,71
"4530237",495,1176,47
"4530238",467,1639,84
"4530239",333,1604,53
"4530240",185,608,42
"4530241",212,1339,58
"4530242",582,3966,148
"4530243",279,1195,63
"4530244",1206,1513,96
"4530245",364,446,24
"4530246",380,1011,51
"4530247",227,365,20
"4530248",292,1499,52
"4530249",593,1644,86
"4530250",698,3160,128
"4530251",592,1771,97
"4530252",426,1544,80
"4530253",796,1476,76
"4530254",572,1585,83
"4530256",633,941,48
"4530258",472,1240,67
"4530259",521,1521,77
"4530260",122,573,27
"4530262",828,2520,111
"4530263",494,1615,84
"4530266",164,238,9
"4530267",282,763,50
"4530268",160,607,44
"4530273",400,1938,67
"4530274",227,1884,54
"4530275",217,2423,63
"4530277",1106,4339,117
"4530301",225,705,34
"4530302",958,1560,103
"4530303",907,1314,62
"4530304",1037,1979,88
"4530305",5,5,0
"4530306",1429,999,69
"4530307",390,660,48
"4530308",2936,1747,133
"4530309",531,1303,74
"4530310",1170,2534,120
"4530311",602,3389,118
"4530312",808,706,53
"4530313",41,302,10
"4530314",1913,2033,124
"4530315",1044,1894,89
"4530316",1606,1425,90
"4530317",843,1203,65
"4530318",228,406,16
"4530319",1019,745,52
"4530320",869,620,41
"4530321",182,377,10
"4530323",250,1096,45
"4530324",2384,2026,135
"4530325",25,62,3
"4530326",465,1057,34
"4530327",801,1381,72
"4530328",724,1943,79
"4530329",907,2241,135
"4530330",1035,1131,85
"4530331",613,1297,58
"4530332",227,1916,71
"4530333",729,1307,57
"4530334",922,1171,50
"4530335",580,1084,33
"4530336",553,1006,64
"4530337",965,1946,102
"4530338",1423,2231,153
"4530339",339,952,51
"4530340",436,2142,104
"4530341",88,170,14
"4530342",490,3100,129
"4530343",491,1108,75
"4530344",250,1047,52
"4530345",0,0,0
"4530346",2384,1370,99
"4530347",732,1206,82
"4530349",1085,2503,128
"4530350",666,2235,99
"4530351",248,896,32
"4530352",459,1942,84
"4530354",1093,2138,99
"4530356",261,1087,73
"4530357",177,287,13
"4530358",707,2528,119
"4530359",1771,1854,110
"4530360",831,2138,94
"4530361",382,533,41
"4530362",579,1533,72
"4530363",385,773,37
"4530364",1044,1652,63
"4530365",673,1052,55
"4530366",1076,2430,98
"4530367",1599,2984,134
"4530368",175,121,7
"4530369",1815,1302,74
"4530370",562,391,40
"4530371",1211,754,58
"4530372",684,520,61
"4530373",2400,1252,117
"4530374",2099,2158,141
"4530375",373,282,25
"4530401",386,1106,44
"4530402",410,1380,58
"4530403",285,475,14
"4530404",437,2025,103
"4530405",119,438,19
"4530406",848,1323,64
"4530407",244,1349,55
"4530408",538,1746,92
"4530409",162,1306,63
"4530410",297,1819,93
"4530411",280,1093,56
"4530412",14,64,3
"4530413",162,880,41
"4530414",625,1903,112
"4530415",167,664,45
"4530416",69,250,13
"4530417",271,1088,43
"4530418",4,1,0
"4530419",95,248,12
"4530420",182,1646,90
"4530421",247,1729,65
"4530422",155,1439,56
"4530423",224,1716,60
"4530424",223,1564,61
"4530425",93,375,21
"4530426",154,1685,69
"4530427",137,1445,76
"4530428",307,829,35
"4530429",539,4531,193
"4530430",73,861,40
"4530431",314,3287,176
"4530432",0,1,0
"4530433",204,1888,75
"4530434",0,1,0
"4530435",833,3006,151
"4530436",13,214,6
"4530437",182,1519,59
"4530438",102,847,25
"4530439",198,2206,82
"4530440",125,712,42
"4530441",334,2220,108
"4530442",116,879,43
"4530443",261,1596,50
"4530444",6,107,0
"4530446",98,633,28
"4530447",377,2102,103
"4530448",236,1245,61
"4530450",357,2045,79
"4530451",340,1740,73
"4530452",148,972,33
"4530454",276,1132,40
"4530458",482,2029,89
"4530460",349,1986,75
"4530461",441,3022,162
"4530463",405,1878,93
"4550001",264,68,5
"4550002",320,47,4
"4550003",183,45,3
"4550004",119,21,4
"4550005",91,27,3
"4550006",114,15,1
"4550007",129,19,1
"4550008",202,38,2
"4550009",293,52,6
"4550010",128,34,2
"4550011",675,169,15
"4550012",50,14,0
"4550014",258,54,5
"4550015",52,7,1
"4550016",171,61,1
"4550017",255,162,9
"4550018",38,43,1
"4550019",535,121,8
"4550020",27,12,0
"4550021",138,24,4
"4570001",305,85,5
"4570002",262,183,6
"4570003",583,193,19
"4570004",542,96,5
"4570005",61,43,2
"4570006",232,35,4
"4570007",308,44,9
"4570008",107,14,2
"4570009",206,27,3
"4570010",592,110,11
"4570011",56,1,0
"4570013",257,43,2
"4570014",740,104,12
"4570015",421,68,6
"4570016",251,34,4
"4570017",146,83,6
"4570018",553,147,13
"4590001",770,198,19
"4590002",1249,174,29
"4590003",700,144,10
"4590004",447,127,9
"4590005",317,114,7
"4590006",610,132,19
"4590007",890,278,16
"4590008",373,115,9
"4590009",770,186,25
"4590010",1051,175,27
"4590011",258,85,10
"4590012",452,97,13
"4590013",346,131,8
"4590014",215,63,7
"4590015",805,175,24
"4590016",556,202,22
"4590017",736,381,25
"4590018",176,95,5
"4590019",4,1,0
"4590020",55,17,2
"4590021",0,0,0
"4610001",161,56,7
"4610002",90,33,2
"4610003",124,48,6
"4610004",222,72,6
"4610005",47,6,0
"4610006",97,21,1
"4630001",418,392,12
"4630002",439,254,13
"4630003",396,48,6
"4630004",291,50,1
"4630005",646,235,10
"4630006",130,30,3
"4630007",283,75,3
"4630008",322,469,22
"4630009",104,435,4
"4630010",43,167,6
"4630011",185,60,6
"4630012",628,452,31
"4630013",364,697,23
"4630014",68,15,1
"4650010A",6,9,1
"4650010B",321,498,20
"4650011",205,458,13
"4650012",34,81,5
"4650013",247,132,21
"4650020",97,16,2
"4650021",196,394,13
"4650022",307,465,18
"4650023",111,39,3
"4650024",197,293,16
"4650030",321,300,17
"4650031",1511,974,58
"4650032",126,39,2
"4650033",717,221,15
"4650040",699,1236,29
"4650041A",31,50,4
"4650041B",202,331,26
"4650042",15,2,2
"4650043",32,7,0
"467001A",692,137,14
"467001B",1116,237,27
"467001C",684,105,11
"467001D",500,120,15
"467001E",263,122,8
"467002A",1411,271,29
"467002B",704,112,14
"467002C",997,146,18
"467002D",812,150,17
"467003A",448,100,5
"467003B",524,203,11
"467003C",1167,276,26
"467003D",1201,243,18
"467004A",600,124,16
"467004B",762,147,17
"467004C",722,142,16
"467004D",1421,279,27
"467004E",525,116,8
"4690001",73,111,10
"4690002",271,210,16
"4690003",374,229,15
"4690004",177,276,7
"4690005",451,474,22
"4690006",40,53,3
"4690007",232,492,7
"4690008",397,349,18
"4690009",282,175,11
"4690010",588,283,15
"4690011",201,50,4
"4690012",128,132,2
"4690013",232,221,7
"4690014",520,172,17
"4690015",60,15,4
"4690016",201,42,1
"4690017",156,93,4
"4690018",1605,375,35
"4690019",805,494,15
"4690020",676,133,11
"4690021",1752,488,44
"4690022",936,118,13
"4690023",784,151,11
"4690024",802,114,9
"4690025",1333,607,40
"4690026",471,116,19
"4690027",890,70,6
"4690028",248,35,1
"4690029",1189,401,30
"4690030",182,85,4
"4690031",183,131,6
"4690032",193,259,12
"4690033",2014,621,45
"4690034",89,226,7
"4690035",42,98,2
"4710101",94,151,3
"4710102",1000,928,65
"4710103",678,267,14
"4710104",907,221,25
"4710201",582,552,26
"4710203",312,64,4
"4710204",996,434,25
"4710205",1358,480,42
"4710206",296,248,10
"4710301",435,738,31
"4710302",203,83,3
"4710303",254,87,3
"4710304",1530,390,35
"4710401",483,770,48
"4710403",634,197,28
"4710404",1602,391,24
"4730101",673,291,12
"4730102",429,373,6
"4730103",341,285,9
"4730104",224,124,4
"4730105",392,75,8
"4730206",1299,244,23
"4730207",1565,247,23
"4730208",520,224,12
"4730309",40,1644,24
"4730310",153,736,19
"4730311",303,137,6
"4730312",794,175,14
"4730313",194,92,6
"4730414",91,112,2
"4730415",599,218,27
"4730416",303,310,14
"4730417",182,351,3
"4730418",1208,343,27
"4730419",119,35,4
"4730420A",656,217,15
"4730420B",0,0,0
"4750002",611,265,40
"475001E",248,254,10
"475001W",42,77,2
"475003N",471,120,22
"475003S",124,24,4
"475004E",250,139,7
"475004M",88,25,1
"475004W",49,13,0
"4770101",441,254,10
"4770104",204,593,12
"4770109",505,129,13
"4770115",391,128,5
"4770117",4,15,2
"4770121",26,17,0
"4770202",73,43,1
"4770203",854,233,14
"4770205",1079,390,27
"4770208",782,147,17
"4770307",606,210,16
"4770311",549,130,16
"4770312",614,121,6
"4770316",94,35,2
"4770320",1003,199,11
"4770406",621,265,24
"4770410",593,131,13
"4770413",440,107,11
"4770414",452,74,7
"4770418",219,102,13
"4770419",211,105,3
"4790122",85,153,6
"4790124",171,655,20
"4790125",72,259,16
"4790128",44,162,8
"4790129",156,774,33
"4790130",221,1273,48
"4790132",232,990,43
"4790133",240,1055,34
"4790134",159,589,33
"4790135",94,459,29
"4790136",59,157,1
"4790154",56,263,16
"4790164",66,287,13
"4790169",70,254,16
"4790215",139,395,8
"4790218",200,554,18
"4790219",189,423,18
"4790220",92,352,14
"4790221",179,374,12
"4790226",76,311,17
"4790227",402,1179,40
"4790231",385,1131,38
"4790237",104,222,8
"4790239",658,1414,40
"4790252A",239,840,28
"4790252B",2,9,0
"4790252C",12,44,1
"4790255",294,644,18
"4790266",135,419,25
"4790267",175,461,15
"4790268",17,72,4
"4790308",152,252,7
"4790309",344,971,31
"4790310",42,140,4
"4790311",122,487,10
"4790312",68,320,6
"4790338",10,71,2
"4790340",485,602,20
"4790341",345,438,14
"4790342",305,630,29
"4790343",405,850,23
"4790344",1070,1515,62
"4790345",337,654,23
"4790349",482,689,20
"4790350",11,5,1
"4790351",43,142,6
"4790356",768,1275,37
"4790359",529,1195,50
"4790360",81,190,11
"4790361",156,387,12
"4790362",37,112,3
"4790363",65,247,8
"4790401",88,402,17
"4790402",95,394,15
"4790403",75,296,5
"4790404",106,406,20
"4790405",94,411,14
"4790406",46,238,10
"4790407",42,92,8
"4790413",150,531,21
"4790414",50,229,5
"4790416",64,243,8
"4790417",60,150,7
"4790423",76,273,12
"4790446",315,987,35
"4790447",390,683,22
"4790448",46,97,4
"4790453",34,110,6
"4790457",18,13,1
"4790458",300,875,36
"4790465",55,234,7
"4810101A",329,194,1
"4810101B",422,252,7
"4810102",1080,355,22
"4810103",752,229,9
"4810201",1321,223,23
"4810202",134,296,6
"4810203",571,869,15
"4810301",1196,220,30
"4810302",836,279,21
"4810303",1007,142,14
"4810401",566,432,12
"4810402",475,162,6
"4810403",202,120,7
"4830001",123,18,4
"4830002",221,55,15
"4830003",236,53,7
"4830004",80,19,2
"4830005",59,2,0
"4830006",59,7,4
"4830007",74,9,5
"4830008",220,29,5
"4830009",354,60,14
"4830010",45,13,2
"4850101",145,48,1
"4850102",403,142,17
"4850103",1798,687,64
"4850104",573,212,14
"4850105",1075,550,49
"4850106",413,79,9
"4850107",21,4,0
"4850108",1423,485,51
"4850109",1482,545,45
"4850110",191,124,13
"4850111",174,177,5
"4850112",5,5,0
"4850113",191,97,8
"4850114A",6,1,0
"4850114B",11,2,0
"4850115",1,2,0
"4850116",16,3,0
"4850117",26,2,0
"4850201",374,128,19
"4850202",1015,560,44
"4850203",333,256,18
"4850204",97,12,6
"4850205",1615,373,34
"4850206",1052,279,32
"4850207",172,122,8
"4850208",57,17,3
"4850209",0,0,0
"4850210",0,0,0
"4850211",48,38,3
"4850301",2,2,0
"4850302",323,300,20
"4850303",200,434,18
"4850304",37,46,7
"4850305",97,65,12
"4850306",93,301,12
"4850307",91,39,1
"4850308",108,135,4
"4850309",1691,305,39
"4850310",672,101,20
"4850311",139,404,15
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",54,19,2
"4850316",11,7,1
"4850317",38,11,2
"4850318",164,48,9
"4850319",22,7,0
"4850401",1007,332,34
"4850402",280,107,11
"4850403",771,335,36
"4850404",1234,388,40
"4850405",507,333,25
"4850406",1033,440,43
"4850407",429,296,31
"4850408",7,1,0
"4850409",12,3,0
"4850410",121,29,3
"4850411",254,126,10
"4850412",346,44,9
"4850413",373,93,10
"4850414",243,50,1
"4870001A",428,117,16
"4870001B",45,8,0
"4870009",353,138,13
"4870019",463,270,17
"4870020",310,135,6
"4870021",893,179,26
"4890001",150,369,10
"4890002A",4,14,0
"4890002B",183,415,11
"4890003",149,208,8
"4890004",175,385,10
"4890005",72,207,9
"4890006",75,124,4
"4890007",158,275,10
"4890008",84,203,6
"4890009",113,209,10
"4890010",155,39,3
"4890011",103,125,5
"4890012",16,23,0
"4910119",1008,1126,84
"4910122",862,961,70
"4910135",539,1192,67
"4910138",1227,1292,103
"4910140",606,685,43
"4910145",508,997,51
"4910146",851,2172,110
"4910147",590,1491,61
"4910149",477,800,41
"4910150",460,837,67
"4910151",503,1095,73
"4910152",405,1012,77
"4910160",1117,1533,115
"4910162",514,1120,70
"4910172",726,757,50
"4910182",1516,1224,77
"4910185",348,698,46
"4910186",641,1099,45
"4910189",689,1226,52
"4910190",1614,1627,119
"4910197",746,1039,53
"4910198",1139,1503,100
"4910201",1548,2070,114
"4910202",631,489,30
"4910204",1389,1655,97
"4910206",1437,498,68
"4910207",2145,768,92
"4910216",742,815,77
"4910218",731,1200,60
"4910253",1479,1124,99
"4910254",1055,1030,82
"4910259",1355,1209,78
"4910263",1363,1219,103
"4910264",1516,1197,95
"4910266",1152,1428,78
"4910267",1636,1044,121
"4910273",779,1031,89
"4910274",961,2277,116
"4910275",533,1106,59
"4910277A",1363,1311,94
"4910277B",39,38,3
"4910278",1645,1915,140
"4910283",1318,1482,114
"4910287",1479,1488,118
"4910305",1564,603,55
"4910309",652,238,20
"4910310",683,264,33
"4910311",795,344,43
"4910312",1609,787,78
"4910314",798,1075,84
"4910330",1158,1253,95
"4910331",1291,1055,85
"4910332",1459,1146,89
"4910333A",1169,1153,94
"4910333B",7,7,0
"4910337",1443,1488,84
"4910339",645,979,65
"4910341",805,469,30
"4910342",176,317,22
"4910343",1627,1137,84
"4910344",1867,867,74
"4910345",1238,521,57
"4910368",995,1151,70
"4910369",1509,1323,100
"4910370",1642,1105,97
"4910371",1064,549,40
"4910379",2182,1003,76
"4910381",1772,970,28
"4910392",2386,1198,103
"4910393",1319,562,17
"4910394",2227,1126,35
"4910395",1620,616,58
"4910396",2162,1142,39
"4910402",1319,1698,124
"4910403",668,747,61
"4910413",214,130,8
"4910415",714,328,36
"4910420",1811,1962,102
"4910423",795,1145,80
"4910424",1491,1100,66
"4910425",218,136,3
"4910426",649,522,40
"4910427",820,637,42
"4910428",974,706,44
"4910429",271,513,28
"4910434",1418,440,37
"4910436",349,133,9
"4910455",466,899,45
"4910456",350,459,21
"4910463",1038,1937,93
"4910480",1118,1878,102
"4910484",1511,1836,134
"4910488",896,890,62
"4910489",1354,1592,97
"4910490",578,598,40
"4910491",1277,1761,107
"4930101",823,457,22
"4930102",401,558,28
"4930103",568,323,29
"4930104",411,146,7
"4930205",728,270,21
"4930206",774,484,30
"4930207",859,331,17
"4930208",306,48,5
"4930209",251,37,0
"4930310",341,59,5
"4930311",931,178,16
"4930312",1228,231,33
"4930313",1222,291,31
"4930414",1047,214,24
"4930415",1830,385,40
"4930416",1119,423,48
"4950101",296,79,6
"4950201",90,23,3
"4950202",276,77,2
"4950301",310,75,5
"4950401",99,101,8
"4970001",994,176,19
"4970002",1258,381,35
"4970003",394,63,5
"4970004",147,38,2
"4970005",828,141,20
"4970006",823,203,28
"4970007A",314,112,11
"4970007B",320,116,8
"4970008",1152,246,28
"4970009",1074,157,14
"4970010",276,51,4
"4970011",265,41,8
"4970012",738,133,14
"4970013",404,137,14
"4970014",823,207,9
"4970015",648,108,14
"4970016",1105,198,27
"4970017",1393,223,31
"4970018",369,79,9
"4970019",198,58,1
"4970020",590,85,10
