CNTYVTD,CraddickR_18G_RR Comm 1,McAllenD_18G_RR Comm 1,WrightL_18G_RR Comm 1
"4394288",12,68,3
"4394290",680,510,39
"4394312",15,50,5
"4394328",348,287,34
"4394338",1020,762,73
"4394340",895,273,40
"4394342",923,553,66
"4394343",860,362,34
"4394344",610,320,32
"4394350",398,476,43
"4394362",2,1,0
"4394369",1317,685,93
"4394370",0,0,0
"4394371",1214,248,43
"4394373",105,35,10
"4394374",676,516,49
"4394375",1113,428,67
"4394395",241,60,12
"4394397",106,82,8
"4394399",96,28,7
"4394400",85,59,5
"4394410",711,668,37
"4394429",467,325,35
"4394432",3,11,1
"4394452",1217,1097,88
"4394454",775,422,52
"4394456",469,232,27
"4394458",3,1,0
"4394475",15,28,2
"4394478",0,0,0
"4394480",404,136,14
"4394483",10,12,1
"4394485",82,86,6
"4394487",0,0,0
"4394492",204,280,33
"4394493",373,287,20
"4394494",1,0,0
"4394495",26,45,0
"4394496",99,175,14
"4394497",347,697,38
"4394498",287,129,9
"4394499",917,868,67
"4394503",149,277,19
"4394508",1101,851,79
"4394512",0,0,0
"4394528",1181,803,73
"4394531",980,492,65
"4394532",606,146,16
"4394533",449,280,30
"4394534",1148,719,69
"4394540",834,683,72
"4394551",1159,687,64
"4394563",0,0,0
"4394565",13,8,1
"4394568",20,8,1
"4394572",5,17,0
"4394573",0,0,0
"4394587",1,92,0
"4394588",1346,893,80
"4394591",827,663,55
"4394592",0,0,0
"4394593",64,64,4
"4394595",21,15,0
"4394596",14,39,2
"4394598",0,0,0
"4394599",1544,1221,74
"4394602",0,0,0
"4394604",1,2,0
"4394615",0,0,0
"4394620",7,17,0
"4394629",0,0,0
"4394630",0,0,0
"4394632",0,0,0
"4394634",401,418,43
"4394638",690,478,49
"4394640",138,279,12
"4394649",1091,506,58
"4394650",785,579,56
"4394666",0,0,0
"4394682",55,105,5
"4394683",0,0,0
"4394685",0,0,0
"4394686",0,0,0
"4394687",19,51,5
"4394688",11,13,0
"4394689",43,43,3
"4394690",9,0,1
"4394691",4,9,0
"4394692",2,7,2
"4394693",1,2,0
"4394694",1093,711,71
"4394702",483,326,33
"4394703",604,643,60
"4410101",1273,529,77
"4410102",897,340,34
"4410103",910,369,45
"4410104",1361,257,28
"4410105",959,447,43
"4410106",238,135,15
"4410107",236,43,3
"4410108",668,74,18
"4410109",136,12,3
"4410110",51,4,0
"4410201",322,247,20
"4410202",577,499,35
"4410203",680,375,32
"4410204",698,187,30
"4410205",714,484,25
"4410206",1017,187,34
"4410207",138,24,4
"4410301",851,326,39
"4410302",1038,252,35
"4410303",1029,84,25
"4410304",1065,361,37
"4410305",1449,288,44
"4410306",2368,414,55
"4410307",2775,438,76
"4410308",888,112,16
"4410401",332,195,31
"4410402",1100,392,39
"4410403",783,362,32
"4410404",664,388,51
"4410405",559,232,27
"4410406",1411,370,39
"4410407",520,125,15
"4410408",2089,229,42
"4410409",485,46,6
"4430001",61,44,1
"4430002A",4,5,0
"4430002B",47,57,3
"4430003",74,17,4
"4430004A",10,1,0
"4430004B",76,18,4
"4450101",200,40,8
"4450102",688,101,21
"4450201",215,74,8
"4450202",186,55,9
"4450301",310,154,15
"4450401",399,115,14
"4450402",125,5,7
"4470001",172,7,2
"4470002",146,18,4
"4473003",127,26,6
"4474005",48,12,1
"4474006",103,6,5
"4490001",40,192,6
"4490002",201,101,4
"4490003",266,67,11
"4490004",290,56,9
"4490005",128,17,5
"4490006",570,91,14
"4490007",448,102,16
"4490008",175,235,12
"4490009",153,51,7
"4490010",428,57,11
"4490011",69,21,2
"4490012",144,16,4
"4490014",437,317,15
"4490015",311,60,16
"4490016",957,227,25
"4490017",54,147,2
"4490018",89,8,2
"4490019",228,118,10
"4490020",506,202,24
"4510106",236,158,14
"4510107",252,125,12
"4510108",416,46,16
"4510112",519,61,8
"4510114",78,203,11
"4510124",139,304,6
"4510137",507,476,34
"4510144",317,269,23
"4510146",605,467,34
"4510213",1572,167,41
"4510215",1135,270,49
"4510225",56,2,3
"4510228",988,348,42
"4510230",2005,625,101
"4510241",2448,534,74
"4510304",1064,391,40
"4510305",14,12,0
"4510306",540,205,23
"4510308",78,49,2
"4510319",1501,419,67
"4510327",670,391,28
"4510348",297,73,7
"4510351",206,53,6
"4510358",1976,306,65
"4510401",54,25,0
"4510402",1027,529,59
"4510420",242,35,10
"4510421",1497,425,48
"4510422",733,101,29
"4510423",580,55,12
"4510424",848,316,33
"4510434",267,195,24
"4510435",330,147,24
"4510436",1461,588,95
"4530101",528,2933,117
"4530102",127,533,25
"4530103",256,668,45
"4530104",221,546,33
"4530105",1178,3843,220
"4530106",902,1198,100
"4530107",155,90,11
"4530108",157,770,51
"4530109",377,1030,80
"4530110",1296,2806,172
"4530111",705,2035,110
"4530112",193,692,31
"4530113",958,3089,159
"4530114",53,101,5
"4530115",0,0,0
"4530116",0,0,0
"4530117",146,1475,53
"4530118",32,319,11
"4530119",0,0,0
"4530120",31,49,4
"4530121",52,551,20
"4530122",103,1649,54
"4530123",1460,2412,184
"4530124",293,2926,150
"4530125",0,0,0
"4530126",275,3270,126
"4530127",0,1,0
"4530128",0,0,0
"4530129",100,1552,44
"4530130",142,1200,43
"4530131",0,1,0
"4530132",156,1632,67
"4530133",176,1399,66
"4530134",0,0,0
"4530135",709,4749,202
"4530136",784,1107,102
"4530137",2776,3756,259
"4530138",0,0,0
"4530139",318,1565,97
"4530140",175,913,54
"4530141",53,223,15
"4530142",63,645,34
"4530145",447,1111,73
"4530146",716,1107,88
"4530148",771,1790,122
"4530149",135,1204,59
"4530150",661,709,74
"4530151",181,1394,62
"4530152",191,2595,85
"4530153",706,2457,157
"4530154",512,1664,111
"4530156",465,3150,161
"4530160",395,784,59
"4530161",388,682,45
"4530163",135,71,14
"4530164",149,810,41
"4530200",469,3493,163
"4530202",344,2200,93
"4530203",173,466,22
"4530205",349,1301,80
"4530206",233,944,60
"4530207",937,2320,147
"4530208",684,3815,141
"4530209",99,466,27
"4530210",467,785,47
"4530211",254,903,51
"4530212",1676,1362,94
"4530213",0,0,0
"4530214",771,1188,59
"4530215",423,1045,61
"4530216",296,960,50
"4530217",287,1083,59
"4530218",914,2931,182
"4530219",593,1216,75
"4530220",498,840,42
"4530221",360,348,20
"4530222",385,1322,87
"4530223",71,279,15
"4530224",15,82,4
"4530225",677,1829,123
"4530226",269,1031,44
"4530227",138,361,11
"4530228",437,931,60
"4530229",366,903,82
"4530231",777,1331,68
"4530232",2598,2058,169
"4530233",1212,1422,106
"4530234",892,704,60
"4530235",302,2037,114
"4530236",385,2020,98
"4530237",593,1050,48
"4530238",557,1499,97
"4530239",377,1504,71
"4530240",222,567,39
"4530241",229,1283,75
"4530242",672,3736,197
"4530243",339,1106,68
"4530244",1227,1412,120
"4530245",367,417,40
"4530246",429,935,52
"4530247",281,300,16
"4530248",331,1416,80
"4530249",666,1511,119
"4530250",887,2872,161
"4530251",693,1595,120
"4530252",442,1466,103
"4530253",869,1321,95
"4530254",599,1500,117
"4530256",751,799,43
"4530258",483,1196,77
"4530259",571,1419,100
"4530260",120,555,35
"4530262",921,2354,134
"4530263",539,1531,95
"4530266",201,199,9
"4530267",305,707,56
"4530268",168,589,41
"4530273",452,1804,100
"4530274",268,1803,65
"4530275",285,2304,76
"4530277",1158,4126,157
"4530301",240,665,37
"4530302",1008,1452,120
"4530303",942,1248,76
"4530304",1132,1816,106
"4530305",5,5,0
"4530306",1473,900,88
"4530307",469,570,41
"4530308",2971,1605,196
"4530309",551,1235,84
"4530310",1172,2441,161
"4530311",682,3224,127
"4530312",829,661,57
"4530313",48,290,6
"4530314",2021,1843,152
"4530315",1072,1824,93
"4530316",1666,1299,117
"4530317",931,1074,70
"4530318",248,375,20
"4530319",1030,669,84
"4530320",901,573,44
"4530321",203,348,7
"4530323",263,1049,57
"4530324",2492,1836,151
"4530325",22,58,10
"4530326",495,988,43
"4530327",857,1254,107
"4530328",784,1803,122
"4530329",979,2097,144
"4530330",1114,1002,93
"4530331",654,1192,91
"4530332",274,1813,89
"4530333",766,1202,84
"4530334",957,1067,83
"4530335",613,1018,48
"4530336",603,917,60
"4530337",1062,1764,131
"4530338",1545,2061,167
"4530339",359,894,72
"4530340",519,1983,123
"4530341",92,158,14
"4530342",608,2913,145
"4530343",514,1051,87
"4530344",271,1000,57
"4530345",0,0,0
"4530346",2462,1222,117
"4530347",834,1091,78
"4530349",1160,2328,164
"4530350",709,2124,132
"4530351",258,846,54
"4530352",481,1854,111
"4530354",1201,1956,128
"4530356",298,1020,88
"4530357",197,259,15
"4530358",744,2405,163
"4530359",1823,1727,144
"4530360",894,1992,121
"4530361",391,521,34
"4530362",630,1430,91
"4530363",415,706,50
"4530364",1150,1500,91
"4530365",711,990,51
"4530366",1166,2261,120
"4530367",1709,2739,179
"4530368",184,108,13
"4530369",1818,1229,102
"4530370",561,365,62
"4530371",1229,672,93
"4530372",687,493,74
"4530373",2458,1144,131
"4530374",2224,1939,165
"4530375",379,259,32
"4530401",380,1084,62
"4530402",391,1375,82
"4530403",270,460,36
"4530404",443,1985,112
"4530405",119,433,18
"4530406",866,1257,91
"4530407",264,1316,56
"4530408",552,1688,106
"4530409",206,1226,78
"4530410",298,1777,111
"4530411",289,1067,61
"4530412",13,64,3
"4530413",179,853,38
"4530414",619,1857,125
"4530415",173,641,48
"4530416",75,232,18
"4530417",267,1058,63
"4530418",3,1,1
"4530419",99,239,14
"4530420",203,1571,108
"4530421",304,1629,71
"4530422",191,1371,60
"4530423",219,1691,72
"4530424",246,1509,72
"4530425",84,368,29
"4530426",164,1635,85
"4530427",134,1422,69
"4530428",367,746,42
"4530429",628,4368,204
"4530430",94,833,35
"4530431",354,3198,182
"4530432",0,1,0
"4530433",223,1836,87
"4530434",0,1,0
"4530435",864,2894,172
"4530436",20,200,9
"4530437",239,1429,79
"4530438",114,815,35
"4530439",217,2130,99
"4530440",136,696,32
"4530441",378,2138,116
"4530442",122,852,54
"4530443",242,1588,66
"4530444",7,103,3
"4530446",100,617,33
"4530447",401,2027,130
"4530448",240,1218,68
"4530450",359,2000,103
"4530451",350,1689,90
"4530452",146,965,33
"4530454",302,1077,51
"4530458",495,1961,125
"4530460",350,1933,97
"4530461",515,2884,159
"4530463",420,1814,115
"4550001",267,58,9
"4550002",320,41,6
"4550003",185,38,5
"4550004",119,20,5
"4550005",91,24,5
"4550006",110,13,1
"4550007",126,18,1
"4550008",207,26,5
"4550009",298,40,6
"4550010",136,24,2
"4550011",672,150,26
"4550012",51,11,1
"4550014",259,50,5
"4550015",54,6,1
"4550016",175,52,2
"4550017",258,158,6
"4550018",39,42,0
"4550019",536,107,12
"4550020",27,12,0
"4550021",139,23,4
"4570001",322,64,5
"4570002",254,174,15
"4570003",589,177,26
"4570004",539,87,9
"4570005",62,39,5
"4570006",234,30,5
"4570007",324,26,7
"4570008",106,13,3
"4570009",209,24,4
"4570010",600,86,16
"4570011",56,2,0
"4570013",253,44,3
"4570014",730,93,21
"4570015",410,63,17
"4570016",251,30,9
"4570017",149,76,4
"4570018",576,98,29
"4590001",808,158,22
"4590002",1306,115,27
"4590003",726,102,18
"4590004",464,109,11
"4590005",322,107,8
"4590006",637,101,20
"4590007",945,212,28
"4590008",380,100,14
"4590009",778,175,25
"4590010",1098,122,22
"4590011",270,72,10
"4590012",495,54,10
"4590013",348,118,12
"4590014",222,47,15
"4590015",900,81,23
"4590016",594,152,22
"4590017",819,292,31
"4590018",190,78,7
"4590019",3,1,1
"4590020",60,10,2
"4590021",0,0,0
"4610001",188,23,5
"4610002",101,12,5
"4610003",129,40,4
"4610004",238,39,14
"4610005",43,8,1
"4610006",98,19,0
"4630001",398,389,19
"4630002",428,251,16
"4630003",394,42,5
"4630004",290,46,6
"4630005",640,213,24
"4630006",131,26,4
"4630007",284,70,4
"4630008",308,450,31
"4630009",77,442,17
"4630010",38,164,13
"4630011",173,58,14
"4630012",613,443,35
"4630013",327,694,38
"4630014",66,15,1
"4650010A",6,9,1
"4650010B",303,483,43
"4650011",173,462,36
"4650012",33,81,5
"4650013",240,119,31
"4650020",100,14,1
"4650021",171,406,26
"4650022",273,473,40
"4650023",108,38,6
"4650024",173,297,34
"4650030",314,287,32
"4650031",1414,972,121
"4650032",131,33,3
"4650033",690,224,29
"4650040",627,1224,97
"4650041A",28,52,7
"4650041B",182,339,42
"4650042",17,1,1
"4650043",31,5,2
"467001A",718,93,24
"467001B",1154,195,26
"467001C",695,74,18
"467001D",520,92,13
"467001E",291,93,5
"467002A",1478,167,33
"467002B",716,83,17
"467002C",1027,102,24
"467002D",843,108,23
"467003A",466,76,8
"467003B",540,176,12
"467003C",1182,233,41
"467003D",1275,145,24
"467004A",628,90,14
"467004B",795,99,24
"467004C",749,115,20
"467004D",1436,241,43
"467004E",561,69,15
"4690001",69,118,7
"4690002",280,194,20
"4690003",384,210,20
"4690004",164,275,14
"4690005",456,459,29
"4690006",38,54,4
"4690007",215,499,14
"4690008",382,357,26
"4690009",274,174,14
"4690010",582,273,24
"4690011",203,49,3
"4690012",126,129,10
"4690013",225,220,8
"4690014",524,164,15
"4690015",64,12,3
"4690016",205,36,2
"4690017",154,87,7
"4690018",1618,347,42
"4690019",812,469,29
"4690020",679,124,16
"4690021",1783,438,50
"4690022",947,99,20
"4690023",782,130,28
"4690024",810,101,13
"4690025",1343,568,48
"4690026",469,123,14
"4690027",896,54,9
"4690028",251,31,3
"4690029",1216,361,31
"4690030",180,81,8
"4690031",182,125,11
"4690032",186,257,20
"4690033",2085,517,60
"4690034",88,229,5
"4690035",41,95,7
"4710101",89,149,9
"4710102",1067,801,91
"4710103",682,247,19
"4710104",944,170,27
"4710201",605,504,45
"4710203",306,59,11
"4710204",992,400,32
"4710205",1462,341,36
"4710206",303,232,9
"4710301",442,716,37
"4710302",210,73,3
"4710303",252,78,9
"4710304",1505,364,57
"4710401",489,737,66
"4710403",629,190,33
"4710404",1581,353,47
"4730101",704,252,18
"4730102",431,360,10
"4730103",351,263,12
"4730104",230,109,7
"4730105",393,70,10
"4730206",1314,215,29
"4730207",1574,210,42
"4730208",532,211,12
"4730309",41,1636,23
"4730310",151,729,21
"4730311",303,127,13
"4730312",822,140,17
"4730313",192,90,8
"4730414",93,108,2
"4730415",618,190,26
"4730416",304,302,17
"4730417",178,352,4
"4730418",1244,294,33
"4730419",121,27,6
"4730420A",688,172,16
"4730420B",0,0,0
"4750002",734,146,35
"475001E",241,249,15
"475001W",43,75,3
"475003N",490,89,28
"475003S",131,14,4
"475004E",273,118,6
"475004M",87,21,5
"475004W",49,10,3
"4770101",456,235,10
"4770104",216,563,27
"4770109",520,99,17
"4770115",402,109,6
"4770117",5,15,1
"4770121",24,14,2
"4770202",72,45,1
"4770203",868,195,22
"4770205",1156,286,30
"4770208",829,85,19
"4770307",625,174,22
"4770311",569,102,19
"4770312",635,83,16
"4770316",99,30,2
"4770320",1067,120,16
"4770406",645,217,34
"4770410",618,98,17
"4770413",469,71,13
"4770414",460,56,13
"4770418",216,97,17
"4770419",222,82,10
"4790122",77,152,12
"4790124",147,644,53
"4790125",61,258,28
"4790128",38,167,9
"4790129",127,769,58
"4790130",204,1234,99
"4790132",201,997,67
"4790133",204,1034,77
"4790134",121,596,61
"4790135",87,453,37
"4790136",49,164,4
"4790154",44,264,25
"4790164",62,283,20
"4790169",43,268,26
"4790215",120,395,23
"4790218",178,549,38
"4790219",185,408,41
"4790220",83,337,38
"4790221",175,351,29
"4790226",69,310,22
"4790227",343,1157,116
"4790231",344,1116,89
"4790237",93,213,22
"4790239",603,1388,105
"4790252A",205,840,61
"4790252B",2,9,0
"4790252C",10,43,3
"4790255",262,634,44
"4790266",108,415,50
"4790267",156,459,31
"4790268",19,68,6
"4790308",137,257,13
"4790309",296,963,73
"4790310",44,129,10
"4790311",103,490,22
"4790312",67,319,8
"4790338",10,69,3
"4790340",470,585,41
"4790341",352,411,28
"4790342",272,631,45
"4790343",381,833,54
"4790344",1035,1451,127
"4790345",316,644,46
"4790349",444,679,57
"4790350",10,6,1
"4790351",39,141,10
"4790356",720,1248,92
"4790359",499,1161,94
"4790360",80,192,10
"4790361",141,384,28
"4790362",29,109,10
"4790363",53,241,21
"4790401",79,393,33
"4790402",79,382,33
"4790403",58,299,18
"4790404",91,411,31
"4790405",91,408,20
"4790406",43,234,14
"4790407",33,102,8
"4790413",128,524,42
"4790414",37,226,16
"4790416",53,246,13
"4790417",57,147,10
"4790423",60,279,21
"4790446",288,968,73
"4790447",345,678,61
"4790448",45,90,11
"4790453",29,114,7
"4790457",20,11,1
"4790458",274,845,83
"4790465",49,221,22
"4810101A",330,185,4
"4810101B",423,239,16
"4810102",1107,313,27
"4810103",758,209,12
"4810201",1370,170,26
"4810202",132,302,3
"4810203",551,864,27
"4810301",1247,164,26
"4810302",871,244,19
"4810303",1016,123,16
"4810401",554,437,18
"4810402",474,152,11
"4810403",202,116,8
"4830001",140,5,1
"4830002",273,15,6
"4830003",268,25,1
"4830004",84,14,3
"4830005",59,2,0
"4830006",64,6,0
"4830007",81,4,1
"4830008",225,21,7
"4830009",389,33,5
"4830010",54,3,2
"4850101",145,40,8
"4850102",428,112,11
"4850103",1863,580,67
"4850104",599,178,18
"4850105",1153,448,50
"4850106",422,59,15
"4850107",22,3,0
"4850108",1495,380,53
"4850109",1532,463,54
"4850110",205,106,15
"4850111",178,167,9
"4850112",5,5,0
"4850113",202,84,9
"4850114A",6,1,0
"4850114B",11,2,0
"4850115",1,2,0
"4850116",17,2,0
"4850117",24,3,0
"4850201",373,115,25
"4850202",1034,520,55
"4850203",328,245,27
"4850204",97,10,7
"4850205",1631,312,59
"4850206",1069,247,37
"4850207",170,118,11
"4850208",56,17,4
"4850209",0,0,0
"4850210",0,0,0
"4850211",46,40,3
"4850301",2,2,0
"4850302",321,283,31
"4850303",203,420,24
"4850304",44,41,5
"4850305",100,67,4
"4850306",94,299,11
"4850307",94,32,4
"4850308",102,129,11
"4850309",1745,224,48
"4850310",678,81,27
"4850311",151,393,12
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",56,18,2
"4850316",11,7,1
"4850317",39,9,3
"4850318",162,46,12
"4850319",22,6,1
"4850401",1014,289,38
"4850402",293,91,16
"4850403",801,285,46
"4850404",1278,325,39
"4850405",523,300,33
"4850406",1072,372,51
"4850407",445,272,32
"4850408",7,1,0
"4850409",11,2,0
"4850410",121,25,5
"4850411",241,119,21
"4850412",357,33,5
"4850413",387,76,9
"4850414",251,39,1
"4870001A",441,94,18
"4870001B",47,6,0
"4870009",379,104,21
"4870019",467,256,25
"4870020",324,120,9
"4870021",932,127,23
"4890001",129,368,23
"4890002A",3,14,0
"4890002B",164,423,20
"4890003",141,209,13
"4890004",165,371,23
"4890005",73,208,7
"4890006",75,119,3
"4890007",140,277,16
"4890008",66,204,19
"4890009",110,206,12
"4890010",156,28,11
"4890011",103,122,4
"4890012",12,23,4
"4910119",1011,1042,132
"4910122",889,881,85
"4910135",539,1135,88
"4910138",1290,1162,139
"4910140",618,629,62
"4910145",496,967,76
"4910146",892,2047,146
"4910147",635,1370,98
"4910149",478,776,42
"4910150",460,808,80
"4910151",513,1022,106
"4910152",427,968,85
"4910160",1154,1434,117
"4910162",515,1089,76
"4910172",749,674,80
"4910182",1561,1104,101
"4910185",372,662,51
"4910186",639,1042,67
"4910189",700,1152,63
"4910190",1661,1470,157
"4910197",788,952,63
"4910198",1170,1382,122
"4910201",1596,1917,139
"4910202",653,437,44
"4910204",1441,1501,135
"4910206",1438,455,90
"4910207",2181,658,132
"4910216",758,757,92
"4910218",717,1133,106
"4910253",1484,1036,138
"4910254",1066,971,113
"4910259",1372,1111,119
"4910263",1366,1150,117
"4910264",1529,1107,129
"4910266",1153,1325,124
"4910267",1666,951,142
"4910273",802,957,112
"4910274",1006,2124,157
"4910275",535,1064,76
"4910277A",1379,1189,136
"4910277B",40,34,4
"4910278",1678,1775,186
"4910283",1340,1384,145
"4910287",1513,1364,149
"4910305",1581,529,80
"4910309",642,219,35
"4910310",703,230,41
"4910311",811,312,51
"4910312",1603,725,110
"4910314",809,998,111
"4910330",1189,1148,128
"4910331",1305,971,112
"4910332",1497,1014,123
"4910333A",1191,1045,119
"4910333B",7,7,0
"4910337",1474,1397,99
"4910339",669,897,78
"4910341",812,418,49
"4910342",177,313,18
"4910343",1658,1006,133
"4910344",1922,749,117
"4910345",1264,456,79
"4910368",1012,1080,92
"4910369",1540,1223,128
"4910370",1641,1025,137
"4910371",1050,515,62
"4910379",2258,838,120
"4910381",1791,902,51
"4910392",2446,1063,135
"4910393",1309,521,39
"4910394",2215,1058,80
"4910395",1633,540,86
"4910396",2181,1056,64
"4910402",1328,1622,150
"4910403",672,719,75
"4910413",229,112,12
"4910415",711,302,47
"4910420",1804,1843,175
"4910423",777,1097,112
"4910424",1560,989,78
"4910425",222,124,7
"4910426",647,494,61
"4910427",829,608,48
"4910428",1003,635,65
"4910429",286,491,31
"4910434",1425,388,59
"4910436",351,110,26
"4910455",455,859,67
"4910456",352,451,23
"4910463",1045,1847,127
"4910480",1134,1780,132
"4910484",1534,1744,153
"4910488",957,780,76
"4910489",1415,1476,124
"4910490",595,548,65
"4910491",1297,1647,142
"4930101",809,448,37
"4930102",382,551,47
"4930103",567,315,34
"4930104",404,135,11
"4930205",729,256,14
"4930206",771,462,39
"4930207",856,308,33
"4930208",305,42,11
"4930209",268,17,4
"4930310",339,48,7
"4930311",951,141,28
"4930312",1251,185,47
"4930313",1217,276,46
"4930414",1042,196,35
"4930415",1840,348,55
"4930416",1135,382,54
"4950101",306,65,13
"4950201",92,20,4
"4950202",308,35,6
"4950301",318,64,8
"4950401",100,98,7
"4970001",1010,148,26
"4970002",1298,321,45
"4970003",407,46,4
"4970004",134,37,8
"4970005",818,129,34
"4970006",818,185,37
"4970007A",341,82,14
"4970007B",338,83,12
"4970008",1172,196,43
"4970009",1095,117,23
"4970010",284,41,6
"4970011",270,32,10
"4970012",751,110,19
"4970013",430,102,17
"4970014",845,167,22
"4970015",666,80,17
"4970016",1118,165,36
"4970017",1409,195,33
"4970018",368,76,12
"4970019",206,45,9
"4970020",594,78,8
"4970022",514,73,13
"4970023",878,148,29
"4970024",1472,336,55
"4970025",57,15,0
