CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"2490008",946,296,38
"2490009",73,142,5
"2490010",148,573,35
"2490011",93,184,13
"2490012",260,443,43
"2490013",28,134,7
"2490014",64,43,0
"2490015",238,339,25
"2490016",58,229,9
"2490017",221,408,38
"2490018",61,87,4
"2490019",121,29,3
"2490020",41,219,11
"2490022",146,400,22
"2510001",422,71,12
"2510002",2025,460,89
"2510003",1750,535,62
"2510004",2511,831,143
"2510005",1821,437,76
"2510006",259,47,7
"2510007",2937,718,109
"2510008",2080,1029,137
"2510009",531,72,16
"2510010",1255,376,90
"2510011",1836,350,59
"2510012",1322,264,46
"2510013",864,193,47
"2510014",229,29,5
"2510015",749,137,27
"2510016",264,65,12
"2510017",1050,392,60
"2510018",1460,458,64
"2510019",2637,650,115
"2510020",253,212,30
"2510021",745,138,15
"2510022",1400,542,71
"2510023",989,170,35
"2510024",575,123,27
"2510025",510,166,26
"2510026",674,100,27
"2510027",1080,171,39
"2510028",851,176,43
"2510029",464,95,15
"2510030",528,86,15
"2510031",583,103,25
"2510032",1324,305,50
"2510033",507,98,26
"2510034",829,272,46
"2510035",1864,367,70
"2510036",251,164,22
"2530101",530,99,9
"2530102",47,30,1
"2530103",166,54,3
"2530201",623,195,12
"2530202",106,25,3
"2530203",139,14,5
"2530301",130,12,3
"2530302",506,54,10
"2530303",599,65,14
"2530401",688,83,13
"2530402",524,135,17
"2550001",411,319,36
"2550002",92,12,1
"2550003",98,6,1
"2550004",340,172,16
"2550005",228,113,11
"2550006",165,8,6
"2550007",332,41,4
"2550008",92,32,0
"2550009",115,16,2
"2550010",157,13,3
"2550011",229,83,13
"2550012",251,101,15
"2550013",29,1,2
"2550014",149,209,11
"2550015",23,18,2
"2570001",847,442,36
"2570002",521,132,15
"2570003",1767,698,69
"2570004",1838,593,45
"2570005",291,663,24
"2570006",904,187,40
"2570007",1655,1154,106
"2570008",558,352,26
"2570009",725,177,27
"2570010",1130,179,22
"2570011",800,288,35
"2570012",774,130,32
"2570013",947,671,58
"2570014",1179,685,54
"2570015",1147,195,28
"2570016",1246,205,31
"2570017",933,141,8
"2570018",968,210,21
"2570019",966,328,48
"2570020",574,166,17
"2570021",949,172,29
"2570022",562,87,15
"2570023",449,125,15
"2570024",545,192,19
"2570025",284,157,14
"2570026",137,455,16
"2570027",1451,589,60
"2570028",630,143,17
"2570029",799,916,63
"2570030",730,164,22
"2591010",1176,355,74
"2591110",2225,471,78
"2592020",1330,199,26
"2592080",1912,381,62
"2592120A",2148,469,73
"2592120B",26,6,1
"2593030",1413,212,51
"2593040",1799,439,59
"2593060",360,57,9
"2594050",1230,366,49
"2594070",192,38,4
"2594100",1732,396,54
"2610001",23,12,3
"2610002",18,19,3
"2610003",5,10,1
"2610004",20,7,1
"2610005",4,2,2
"2610006",7,7,0
"2630101",89,12,5
"2630201",18,2,1
"2630202",42,3,0
"2630301",49,10,2
"2630302",21,1,0
"2630401",60,7,1
"2650101",1435,320,40
"2650107",488,91,17
"2650109",731,157,22
"2650113",811,237,32
"2650118",182,48,7
"2650119",936,348,39
"2650202",1145,193,37
"2650211",472,152,18
"2650215",1481,304,58
"2650220",1516,273,48
"2650303",551,106,9
"2650308",249,78,11
"2650312",1506,564,86
"2650314",577,384,46
"2650404",543,62,22
"2650405",902,243,28
"2650406",1521,337,57
"2650410",168,13,1
"2650416",859,182,26
"2650417",852,210,32
"2670001",362,42,10
"2670002",163,24,2
"2670003",139,16,2
"2670004",179,22,4
"2670006",176,15,2
"2670007",209,18,5
"2670009",260,35,5
"2690001",30,1,0
"2690002",20,0,0
"2690003A",9,1,1
"2690003B",23,0,0
"2690004",33,1,1
"2710001",251,59,8
"2710002",134,91,20
"2710003",96,97,10
"2710004",292,58,7
"2730011",512,338,49
"2730012",397,219,29
"2730013",275,376,25
"2730014",78,115,11
"2730021",35,90,5
"2730022",217,211,34
"2730023",192,308,23
"2730024",263,262,33
"2730031",403,247,26
"2730032",238,236,25
"2730033",249,135,11
"2730034",201,110,10
"2730035",309,202,21
"2730041",41,136,10
"2730042",68,220,19
"2730043",257,359,42
"2730044",85,128,13
"2730045",58,243,14
"2750101",250,50,11
"2750201",93,15,3
"2750202",116,30,0
"2750301",153,35,9
"2750302",41,2,0
"2750401",184,67,9
"277001B",132,10,1
"277001C",146,21,0
"277001D",268,36,6
"277001E",351,68,17
"277001F",430,47,5
"277001G",224,33,9
"277001H",286,25,8
"277001I",51,6,2
"277002D",266,66,14
"277002E",270,47,7
"277002F",96,17,1
"277002G",288,70,11
"277003D",396,43,9
"277003E",648,60,16
"277003F",269,32,3
"277003G",284,32,7
"277003I",645,86,17
"277004B",803,126,25
"277004C",145,27,5
"277004D",763,55,11
"277004E",337,41,10
"277004F",802,133,20
"277004G",971,134,32
"2771A3B",255,124,19
"2771A5A",359,246,31
"2771E7C",455,113,17
"2772A1A",132,314,13
"2772B2A",155,299,20
"2772C3A",352,254,24
"2773C7G",1031,408,46
"2773H3C",253,88,10
"2774A6E",580,201,27
"2790001",321,76,13
"2790002",94,79,9
"2790003",262,44,4
"2790004",37,0,0
"2790005",155,33,4
"2790006",124,29,3
"2790007",43,3,0
"2790008",783,154,20
"2790009",311,116,23
"2790010",162,27,7
"2790011",297,47,1
"2790012",95,6,2
"2810001",720,270,34
"2810002",1535,286,53
"2810003",634,203,23
"2810004",534,110,22
"2810005",312,30,6
"2810006",279,32,7
"2810007",344,65,15
"2810008",747,182,33
"2810009",770,183,22
"2830001",222,194,11
"2830002",50,115,6
"2830003",82,182,12
"2830004",45,3,5
"2830005",110,159,8
"2830006",76,86,5
"283003A",8,1,0
"2850001",530,54,6
"2850002",721,129,12
"2850007",147,30,1
"2850008",421,45,4
"2850009",668,88,11
"2850011",175,21,2
"2850012",192,15,2
"2850015",98,16,0
"2850016",270,23,2
"2850017",193,13,3
"2850019",220,21,4
"2850020",52,9,1
"2850023",663,80,12
"2850026",91,28,2
"2850027",114,10,0
"2850029",566,88,11
"2850030",782,109,19
"2850031",616,66,11
"2850032",152,10,4
"2870101",616,226,20
"2870102",70,60,1
"2870103",120,10,3
"2870201",344,26,3
"2870202",780,135,15
"2870203",200,23,5
"2870301",64,6,1
"2870302",622,155,24
"2870303",525,157,32
"2870304",111,27,2
"2870401",288,99,7
"2870402",46,31,1
"2870403",133,34,3
"2870404",282,121,13
"2870405",252,52,10
"2890001",720,110,12
"2890002",202,21,2
"2890003",315,39,6
"2890004",444,68,2
"2890005",301,38,9
"2890006",699,66,5
"2890007",326,24,1
"2890008",469,79,15
"2890009",172,16,2
"2890010",526,39,8
"2890011",401,70,9
"2890012",340,110,9
"2890013",420,27,4
"2890014",106,19,4
"289001A",115,9,4
"289005A",31,1,0
"289014A",102,17,3
"2910001",275,41,4
"2910002",445,53,16
"2910003",1027,91,25
"2910004",233,47,9
"2910005",901,172,22
"2910006",426,41,9
"2910007",532,242,23
"2910008",907,98,34
"2910009",1091,123,19
"2910010",1121,296,50
"2910011",209,181,8
"2910012",466,138,31
"2910013",238,28,1
"2910014",200,42,5
"2910015",172,44,10
"2910016",188,23,4
"2910017",236,30,1
"2910018",134,390,6
"2910019",590,229,30
"2910020",21,337,6
"2910021",1465,175,41
"2910022",1169,351,54
"2910023",595,217,19
"2910024",309,49,14
"2910025",422,44,12
"2910026",807,170,41
"2910027",146,17,1
"2910028",310,24,4
"2910029",524,66,13
"2910030",570,226,12
"2930101",646,205,19
"2930102",330,26,7
"2930103",339,67,12
"2930104",379,54,6
"2930201",187,96,2
"2930202",57,159,2
"2930203",36,64,1
"2930204",227,51,9
"2930205",159,77,4
"2930206",193,30,5
"2930301",553,153,13
"2930302",216,66,10
"2930303",80,12,1
"2930304",311,50,9
"2930305",145,31,1
"2930401",422,284,13
"2930402",218,23,4
"2930403",160,31,4
"2930404",227,20,5
"2930405",176,20,5
"2930406",111,14,1
"2950106",129,11,6
"2950202",76,5,4
"2950207A",182,9,4
"2950207B",1,0,0
"2950303",226,25,4
"2950308",83,7,1
"2950404",182,37,2
"2950409",57,3,1
"2970001",204,29,3
"2970002",380,78,9
"2970003",217,132,8
"2970004",391,69,7
"2970005",171,16,1
"2970006",117,12,1
"2970007",16,4,0
"2970008",73,4,2
"2970009",309,93,15
"2970010",204,23,4
"2970011",43,1,0
"2970012",84,6,2
"2970013",273,28,7
"2970014",480,72,8
"2990101",169,40,8
"2990102",318,67,8
"2990108",484,134,22
"2990109",1968,368,35
"2990203",1076,215,32
"2990204",429,117,16
"2990205",328,93,12
"2990307",1369,376,46
"2990410",1912,375,67
"3010001",14,2,1
"3010002",7,2,0
"3010003",19,0,0
"3010004",6,2,0
"3030001",512,743,56
"3030002",413,391,35
"3030003",263,749,46
"3030004",68,261,15
"3030005",107,218,14
"3030006",33,475,9
"3030007",936,281,61
"3030008",342,730,89
"3030009",966,438,50
"3030010",133,254,48
"3030012",832,288,39
"3030013",613,315,49
"3030014",309,232,37
"3030015",498,500,51
"3030016",281,266,35
"3030017",131,215,28
"3030018",243,310,32
"3030019",194,426,32
"3030020",25,424,11
"3030021",500,364,43
"3030022",639,307,48
"3030023",457,286,32
"3030024",384,375,43
"3030025",257,359,23
"3030026",313,487,34
"3030027",741,549,71
"3030028",912,451,53
"3030029",394,342,41
"3030030",893,438,58
"3030031",727,145,31
"3030033",1597,246,46
"3030034A",221,48,7
"3030034B",1,0,0
"3030035",310,62,10
"3030036",730,245,27
"3030038",298,258,12
"3030039",969,158,29
"3030040",34,269,9
"3030041",1040,218,26
"3030043",248,26,10
"3030044",540,138,24
"3030045",171,46,7
"3030046",1467,200,36
"3030047",869,402,67
"3030049",275,356,39
"3030050",294,397,34
"3030051",35,18,2
"3030052",1372,455,83
"3030053",769,443,67
"3030054",1698,358,57
"3030056",176,64,4
"3030057",842,367,39
"3030058",595,191,25
"3030059",736,450,76
"3030060",591,158,23
"3030062",973,318,55
"3030063",36,16,1
"3030064",0,0,0
"3030065",299,98,15
"3030066",1350,275,33
"3030067",687,355,45
"3030069",4,2,0
"3030072",924,456,58
"3030075",581,137,22
"3030076",650,271,36
"3030078",1430,331,39
"3030092",127,41,4
"3030096",27,22,1
"3030102",284,20,8
"3030104",513,93,14
"3030109",1634,320,68
"3030110",1739,359,60
"3030111",654,128,24
"3030112",152,13,2
"3030113",570,492,44
"3030114",122,180,18
"3030117",28,0,0
"3030118",589,276,21
"3030119",743,548,49
"3030120",1374,233,49
"3030121",1340,209,40
"3030122",482,175,23
"3030123",837,248,55
"3030124",946,227,44
"3030125",1036,276,38
"3030126",619,222,34
"3030127",1117,360,54
"3030128",993,202,38
"3030129",1372,427,57
"3030131",0,0,0
"3030132",5,1,0
"3030135",115,20,4
"3030138",114,19,3
"3030140",1768,379,60
"3030141",929,402,65
"3030142A",34,22,1
"3030142B",0,0,0
"3030148",0,0,0
"3030151",469,98,15
"3030152",419,353,30
"3030153",76,396,18
"3030154",1344,351,61
"3030155",1234,132,28
"3030159",0,0,0
"3030160",1,0,0
"3030175",50,9,2
"3030178",161,14,5
"3030181",0,0,0
"3050001A",98,28,3
"3050001B",10,1,0
"3050002",128,40,8
"3050003",176,59,9
"3050004",306,32,5
"3050005",23,2,0
"3050006",135,39,7
"3050007",28,1,0
"3050008",13,2,0
"3050009",194,18,2
"3050010",2,0,0
"3050011",48,2,0
"3050012",46,19,3
"3050013",67,10,5
"3050014",49,41,5
"3070101",653,82,12
"3070102",75,14,1
"3070201A",223,92,9
"3070201B",1,1,0
"3070202",89,11,3
"3070301",490,67,18
"3070302",142,6,4
"3070401",274,51,5
"3070402",191,18,5
"3070403",89,11,2
"3090001",65,91,5
"3090002",58,111,10
"3090003",431,714,85
"3090004",37,43,2
"3090005",64,207,4
"3090006",65,199,6
"3090007",206,397,26
"3090008",214,327,28
"3090009",98,251,22
"3090010",101,666,30
"3090011",962,390,36
"3090012",72,1216,22
"3090013",30,26,2
"3090014",50,508,14
"3090015",90,38,3
"3090016",223,84,17
"3090017",255,233,16
"3090018",92,140,18
"3090019",1244,510,56
"3090020",39,137,7
"3090021",63,164,12
"3090022",66,108,8
"3090023",1688,467,65
"3090024",310,120,12
"3090025",231,411,26
"3090026",102,185,11
"3090027",77,261,12
"3090028",357,266,23
"3090029",175,207,17
"3090030",531,454,62
"3090031",669,498,39
"3090032",422,148,12
"3090033",637,305,38
"3090034",566,278,27
"3090035",136,258,12
"3090036",467,197,26
"3090037",220,260,19
"3090038",130,162,15
"3090039",80,227,15
"3090040",681,433,58
"3090041",514,334,36
"3090042",157,301,30
"3090043",96,98,5
"3090044",1932,633,97
"3090045",102,135,8
"3090046",34,70,5
"3090047",105,123,15
"3090048",65,109,7
"3090049",101,107,8
"3090050",254,350,26
"3090051",1660,787,85
"3090052",441,188,14
"3090053",79,72,14
"3090054",239,99,6
"3090055",581,95,11
"3090056",125,228,12
"3090057",289,257,20
"3090058",759,556,42
"3090059",1642,444,60
"3090060",1809,796,93
"3090061",1373,534,62
"3090062",1884,916,120
"3090063",2055,510,80
"3090064",376,126,18
"3090065",489,98,15
"3090066",617,112,19
"3090067",1252,253,38
"3090068",529,105,12
"3090069",805,103,39
"3090070",201,20,5
"3090071",286,92,11
"3090072",425,114,17
"3090073",495,70,13
"3090074",372,61,8
"3090075",1554,310,63
"3090076",961,201,41
"3090077",714,130,24
"3090078",1499,449,56
"3090079",463,211,26
"3090080",1238,126,21
"3090081",1992,317,50
"3090082",1387,260,29
"3090083",271,55,12
"3090084",919,293,34
"3090085",172,201,18
"3090086",336,556,27
"3090087",267,341,21
"3090088",101,84,4
"3090089",7,17,1
"3090090",126,94,10
"3090091",931,284,40
"3110001",76,7,0
"3110003",102,11,2
"311002A",49,4,1
"311002B",55,2,0
"311004A",41,2,0
"311004B",54,7,1
"3130101",683,164,24
"3130202",784,195,15
"3130303",519,266,10
"3130404",1007,94,28
"3150001",184,93,6
"3150002",479,101,9
"3150003",228,56,4
"3150004",176,75,1
"3150005",298,74,8
"3150006",275,137,6
"3150007",166,207,7
"3150008",382,109,12
"3150009",171,48,7
"3150010",104,68,5
"3170001",268,63,6
"3170002",207,62,10
"3170003",304,34,8
"3170004",264,49,1
"317003A",125,9,1
"317004A",105,3,1
"3190101",383,81,9
"3190210",281,78,6
"3190302",467,94,14
"3190405",413,86,12
"3210002",346,64,10
"3210004",604,100,11
"3210005",781,240,28
"3210006",620,157,21
"3210007",107,14,3
"3210008",343,73,13
"3210009",58,46,0
"3210010",180,24,8
"3210012",110,27,7
"3210013",144,97,2
"321001A",1114,249,36
"321001B",1141,351,61
"321001C",127,310,9
"321001D",256,210,15
"321001E",350,279,22
"321001F",207,109,10
"321003A",535,285,28
"321003B",325,67,8
"323001A",54,197,11
"323001B",304,631,64
"323001C",350,1021,121
"323002A",35,206,16
"323002BA",22,70,9
"323002BB",41,139,16
"323002BC",164,554,60
"323002C",112,399,67
"323002D",21,23,1
"323003A",379,818,86
"323003B",387,896,103
"323003C",112,101,16
"323004A",82,260,23
"323004B",383,723,60
"323004C",103,290,19
"323004D",119,482,41
"325001A",761,120,11
"325001B",821,128,32
"325001C",1133,409,47
"325001D",1065,268,41
"325002A",745,347,40
"325002B",1448,323,42
"325002C",1534,481,56
"325003A",438,135,11
"325003B",250,53,3
"325003C",789,330,34
"325003D",294,570,25
"325004A",659,170,30
"325004B",1202,432,59
"325004C",380,300,25
"3270001",106,44,2
"3270002",143,28,5
"3270003",165,35,3
"3270004",110,21,4
"3270005",39,3,0
"3270006",58,7,2
"3290101A",315,35,11
"3290101B",9,1,0
"3290102",1127,362,61
"3290103",966,276,50
"3290104",178,113,14
"3290105",467,204,28
"3290106",1041,392,67
"3290107",1251,252,49
"3290108",140,35,11
"3290109",164,113,9
"3290110",1653,187,38
"3290201",1002,163,37
"3290202",2467,235,69
"3290203",313,55,7
"3290204",1473,196,38
"3290205",592,84,27
"3290206",972,135,37
"3290207",1336,241,46
"3290208",269,112,22
"3290210",644,154,35
"3290211",1094,236,43
"3290212",634,199,36
"3290302",928,250,27
"3290303",49,40,10
"3290304",157,213,14
"3290305",105,256,19
"3290306",222,411,22
"3290307",424,159,21
"3290308",546,917,58
"3290309",57,31,5
"3290310",112,61,9
"3290401",461,56,8
"3290402",162,24,10
"3290403",1670,250,72
"3290404",1281,238,42
"3290405",1172,227,63
"3290406",870,150,23
"3290407",1158,280,54
"3290408",1126,114,40
"3290409",825,150,39
"3290410",686,64,20
"3290411",2192,181,57
"329108A",161,32,4
"329109A",0,0,0
"329307A",76,37,6
"329309A",12,1,0
"329402A",389,69,15
"3310101",1005,242,43
"3310105",489,103,16
"3310203",187,40,6
"3310207",174,92,3
"3310210",260,60,9
"3310212",572,274,29
"3310316",317,75,7
"3310317",546,86,8
"3310318",878,324,27
"3310419",605,261,24
"3310420",841,250,34
"3330001",468,60,7
"3330002",240,24,7
"3330003",177,17,5
"3330006",140,18,1
"3330008",310,43,2
"3330009",305,43,6
"3330011",102,6,1
"3350001",426,66,11
"3350002",121,5,2
"3350003",375,83,13
"3350004",256,47,4
"3350025",168,50,5
"3350046",187,32,9
"3370002",1167,147,24
"3370003",657,58,17
"3370004",234,23,12
"3370005",424,45,13
"3370006",447,57,8
"3370007",548,65,11
"3370008",380,54,5
"3370009",569,76,14
"3370010",436,73,12
"3370011",426,67,15
"3370012",64,8,0
"3370013",512,55,16
"3370014",99,16,3
"3370015",233,19,10
"3370016",131,18,4
"3390001",1054,486,49
"3390002",833,270,30
"3390003",1939,975,73
"3390004",651,433,56
"3390005",173,20,3
"3390006",1518,631,42
"3390007",810,158,18
"3390008",1412,181,32
"3390009",881,160,15
"3390010",250,663,34
"3390011",765,182,28
"3390012",634,202,18
"3390013",2607,399,54
"3390014",1412,560,57
"3390015",2235,468,96
"3390016",1414,214,35
"3390017",1466,264,46
"3390018A",2080,416,71
"3390018B",1,0,0
"3390019",1625,307,36
"3390020",633,335,32
"3390021",1300,488,50
"3390022",2160,411,87
"3390023",1208,437,36
"3390024",1197,404,44
"3390025",1230,210,34
"3390026",659,195,23
"3390027",1578,546,64
"3390028",1522,230,28
"3390029A",1828,293,53
"3390029B",110,19,4
"3390029C",198,31,3
"3390030A",1977,289,46
"3390030B",49,5,0
"3390030C",100,15,3
"3390030D",78,11,1
"3390031",2032,745,80
"3390032",939,596,53
"3390033",1325,554,43
"3390034",2139,708,72
"3390035",1999,683,77
"3390036",1091,274,39
"3390037",912,298,27
"3390038A",2610,384,67
"3390038B",6,1,0
"3390038C",45,7,1
"3390038D",22,3,1
"3390038E",1,0,0
"3390038F",22,3,1
"3390039",2345,312,55
"3390040",2495,603,79
"3390041",1479,196,37
"3390042",316,40,10
"3390043",2355,477,83
"3390044",799,360,41
"3390045",1248,424,65
"3390046",2049,918,89
"3390047",1199,777,95
"3390048",1104,433,33
"3390049",954,454,61
"3390050",2014,312,47
"3390051",602,364,30
"3390052",1106,271,44
"3390053",1655,371,49
"3390054",500,152,12
"3390055",402,105,20
"3390056",1237,512,47
"3390057",1279,240,38
"3390058",1258,355,44
"3390059",834,248,26
"3390060",500,277,27
"3390061",1947,964,87
"3390062",1212,514,54
"3390063",2823,479,73
"3390064",669,193,34
"3390065",2409,362,60
"3390066",1733,282,21
"3390067",1020,524,67
"3390068",1876,649,90
"3390069",1767,844,51
"3390070",1244,513,48
"3390071",1913,758,67
"3390072",2547,321,24
"3390073",620,276,32
"3390074",967,267,39
"3390075",2390,1049,101
"3390076",2279,405,56
"3390077",2348,380,49
"3390078",2200,843,58
"3390079",790,381,54
"3390080",2120,740,96
"3390081",1749,691,55
"3390082",2285,732,63
"3390083",613,103,13
"3390084",1129,869,83
"3390085",1442,283,56
"3390086",2755,431,79
"3390087",1201,521,59
"3390088A",2116,1092,99
"3390088B",63,32,2
"3390089A",2718,525,87
"3390089B",33,6,1
"3390089C",6,0,0
"3390090",2420,389,56
"3390090B",8,0,0
"3390090C",13,1,0
"3390091A",757,96,16
"3390092",1475,865,80
"3390093",1271,411,56
"3390094",464,243,24
"3390095",1154,709,54
"3390096A",1443,731,82
"3390096B",0,0,0
"3390096C",76,39,4
"3410101",768,207,23
"3410201",741,129,15
"3410202",796,90,20
"3410203",34,5,1
"3410301",392,151,16
"3410401",431,53,14
"3410402",27,88,3
"3430101",69,213,4
"3430102",78,128,3
"3430103",238,120,11
"3430202",466,111,17
"3430203",333,129,21
"3430302",362,146,12
"3430303",522,92,9
"3430401",787,258,22
"3450001",141,1,1
"3450002",59,8,0
"3450003",13,1,0
"3450004",116,10,2
"3450005",74,7,2
"3450006",74,11,0
"3470012",924,165,29
"3470013",677,102,17
"3470014",1284,295,52
"3470015",728,123,16
"3470016",1317,301,38
"3470017",111,89,4
"3470021",803,215,24
"3470022",28,25,5
"3470023",86,85,17
"3470024",174,450,29
"3470025",30,23,2
"3470026",731,777,81
"3470027",39,545,12
"3470030",57,120,9
"3470031",191,224,16
"3470032",817,1135,145
"3470033",1904,902,117
"3470034",41,38,0
"3470041",279,244,17
"3470042",555,266,29
"3470043",620,175,22
"3470044",834,139,31
"3470045",414,61,7
"3470046",432,95,16
"3470047",506,52,9
"3490101",540,289,31
"3490103",797,209,30
"3490104",279,72,7
"3490105",143,15,2
"3490106",195,56,10
"3490107",359,160,21
"3490108",210,41,3
"3490109",176,41,9
"3490200",93,224,6
"3490201",18,266,5
"3490202",80,203,21
"3490203",794,273,27
"3490204",119,40,5
"3490205",695,115,17
"3490206",284,35,5
"3490300",616,359,39
"3490301",104,63,7
"3490303",466,111,16
"3490304",325,38,3
"3490305",216,54,6
"3490306",137,17,4
"3490307",214,36,6
"3490308",183,33,4
"3490400",763,176,29
"3490401",126,84,8
"3490402",855,164,17
"3490403",707,73,19
"3490404",472,96,12
"3490405",396,49,5
"3490406",132,13,3
"3510001",391,74,12
"3510002",135,23,2
"3510003",323,25,6
"3510004",75,19,4
"3510005",250,22,6
"3510006",208,167,10
"3510007",78,36,3
"3510008A",108,37,1
"3510008B",30,10,1
"3510009",101,41,1
"3510010",172,21,7
"3510011",285,34,8
"3510012",73,13,1
"3510013",368,49,11
"3510014",70,106,2
"3510015",181,27,4
"3510016",138,25,2
"3510017",11,33,1
"3510018",125,8,4
"3510019",115,11,4
"3510020",18,81,0
"3510021",140,18,6
"3510022",84,98,6
"3530001",326,102,20
"3530002",489,83,8
"3530003",514,173,12
"3530004",348,221,20
"3530005",80,19,2
"3530006",434,78,16
"3530007",156,8,5
"3530008",100,9,1
"3530009",637,106,19
"3550001",276,234,28
"3550002",628,540,60
"3550003",1118,821,72
"3550004",374,638,36
"3550005",535,361,51
"3550006",1054,447,67
"3550007",55,180,6
"3550008",1140,903,90
