CNTYVTD,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"4394243",443,356,17
"4394245",4,52,1
"4394250",900,653,30
"4394252",335,282,14
"4394253",135,127,9
"4394256",73,269,7
"4394259",558,155,12
"4394261",788,734,33
"4394272",202,101,7
"4394276",724,474,22
"4394284",120,28,5
"4394285",117,155,2
"4394288",12,69,2
"4394290",722,502,26
"4394312",19,50,1
"4394328",385,278,17
"4394338",1091,747,36
"4394340",919,272,29
"4394342",962,568,35
"4394343",890,372,16
"4394344",652,320,14
"4394350",431,482,31
"4394362",2,1,0
"4394369",1387,695,47
"4394370",0,0,0
"4394371",1269,239,13
"4394373",117,35,3
"4394374",701,536,25
"4394375",1164,428,31
"4394395",253,57,4
"4394397",117,80,4
"4394399",98,29,6
"4394400",87,61,2
"4394410",744,655,32
"4394429",496,330,20
"4394432",3,11,1
"4394452",1304,1080,41
"4394454",833,411,20
"4394456",496,222,20
"4394458",3,1,0
"4394475",13,33,0
"4394478",0,0,0
"4394480",424,134,9
"4394483",10,12,1
"4394485",91,79,4
"4394487",0,0,0
"4394492",220,284,23
"4394493",391,292,11
"4394494",1,0,0
"4394495",29,42,0
"4394496",104,188,5
"4394497",379,682,23
"4394498",299,128,6
"4394499",963,876,32
"4394503",159,286,5
"4394508",1165,851,43
"4394512",0,0,0
"4394528",1248,797,40
"4394531",1036,485,33
"4394532",608,160,7
"4394533",463,286,14
"4394534",1203,703,51
"4394540",901,664,41
"4394551",1209,690,41
"4394563",0,0,0
"4394565",14,8,1
"4394568",19,9,1
"4394572",5,16,1
"4394573",0,0,0
"4394587",4,91,0
"4394588",1412,892,49
"4394591",882,661,23
"4394592",0,0,0
"4394593",65,66,2
"4394595",21,14,0
"4394596",16,39,1
"4394598",0,0,0
"4394599",1621,1214,43
"4394602",0,0,0
"4394604",2,1,0
"4394615",0,0,0
"4394620",7,16,1
"4394629",0,0,0
"4394630",0,0,0
"4394632",0,0,0
"4394634",423,439,20
"4394638",723,476,25
"4394640",154,278,8
"4394649",1131,512,31
"4394650",827,577,32
"4394666",0,0,0
"4394682",62,106,2
"4394683",0,0,0
"4394685",0,0,0
"4394686",0,0,0
"4394687",23,52,2
"4394688",13,11,0
"4394689",48,41,0
"4394690",8,2,0
"4394691",4,9,0
"4394692",2,9,0
"4394693",1,2,0
"4394694",1160,696,30
"4394702",508,331,17
"4394703",645,647,30
"4410101",1319,539,41
"4410102",925,342,20
"4410103",955,356,27
"4410104",1375,276,23
"4410105",994,445,27
"4410106",245,139,6
"4410107",235,44,2
"4410108",681,72,9
"4410109",138,13,0
"4410110",52,3,0
"4410201",337,254,10
"4410202",598,506,12
"4410203",727,363,19
"4410204",724,179,26
"4410205",734,484,20
"4410206",1045,187,16
"4410207",143,22,2
"4410301",884,319,24
"4410302",1078,244,26
"4410303",1053,78,15
"4410304",1098,357,29
"4410305",1478,293,29
"4410306",2420,416,36
"4410307",2840,466,39
"4410308",904,107,15
"4410401",349,198,21
"4410402",1120,414,38
"4410403",792,388,22
"4410404",696,390,37
"4410405",569,237,19
"4410406",1452,376,27
"4410407",537,132,8
"4410408",2162,200,23
"4410409",493,41,5
"4430001",66,47,0
"4430002A",5,5,0
"4430002B",56,56,10
"4430003",90,11,1
"4430004A",12,1,0
"4430004B",87,16,0
"4450101",206,41,0
"4450102",713,109,9
"4450201",223,75,2
"4450202",203,52,2
"4450301",317,163,9
"4450401",433,105,4
"4450402",126,7,3
"4470001",177,7,3
"4470002",152,16,2
"4473003",139,20,2
"4474005",49,12,0
"4474006",108,8,2
"4490001",45,191,4
"4490002",210,100,0
"4490003",293,56,3
"4490004",305,54,4
"4490005",138,13,4
"4490006",614,78,5
"4490007",476,100,6
"4490008",182,244,4
"4490009",169,46,3
"4490010",468,42,6
"4490011",72,24,0
"4490012",147,17,2
"4490014",462,315,10
"4490015",331,58,4
"4490016",1006,215,21
"4490017",58,146,3
"4490018",87,10,2
"4490019",243,113,10
"4490020",555,195,7
"4510106",246,156,9
"4510107",270,112,8
"4510108",431,44,5
"4510112",534,64,4
"4510114",93,200,5
"4510124",160,289,5
"4510137",557,462,15
"4510144",349,267,7
"4510146",638,460,12
"4510213",1614,167,15
"4510215",1188,272,24
"4510225",59,2,1
"4510228",1023,365,16
"4510230",2123,630,41
"4510241",2515,553,41
"4510304",1145,359,23
"4510305",16,10,0
"4510306",571,195,12
"4510308",76,55,0
"4510319",1562,430,35
"4510327",704,393,15
"4510348",301,75,3
"4510351",212,54,3
"4510358",2034,309,26
"4510401",55,27,0
"4510402",1086,541,25
"4510420",251,39,4
"4510421",1569,415,27
"4510422",749,103,19
"4510423",597,54,7
"4510424",879,315,16
"4510434",301,191,10
"4510435",352,151,10
"4510436",1532,614,45
"4530101",629,2890,77
"4530102",145,537,10
"4530103",289,668,27
"4530104",251,523,32
"4530105",1308,3838,140
"4530106",994,1172,59
"4530107",161,90,6
"4530108",193,776,21
"4530109",429,1027,53
"4530110",1425,2801,113
"4530111",795,2031,71
"4530112",227,681,21
"4530113",1068,3070,124
"4530114",61,96,3
"4530115",0,0,0
"4530116",0,0,0
"4530117",179,1479,36
"4530118",43,320,5
"4530119",0,0,0
"4530120",35,50,3
"4530121",72,547,13
"4530122",135,1655,32
"4530123",1623,2372,111
"4530124",328,3021,105
"4530125",0,0,0
"4530126",310,3321,98
"4530127",0,1,0
"4530128",0,0,0
"4530129",123,1559,33
"4530130",161,1202,31
"4530131",0,1,0
"4530132",194,1660,31
"4530133",226,1383,55
"4530134",0,0,0
"4530135",807,4798,150
"4530136",864,1081,66
"4530137",3055,3692,146
"4530138",0,0,0
"4530139",351,1593,59
"4530140",213,915,24
"4530141",55,237,5
"4530142",82,649,24
"4530145",503,1109,41
"4530146",790,1095,55
"4530148",856,1786,74
"4530149",146,1230,37
"4530150",720,706,52
"4530151",200,1414,44
"4530152",206,2633,64
"4530153",781,2473,115
"4530154",581,1662,68
"4530156",531,3191,104
"4530160",433,790,28
"4530161",416,677,32
"4530163",139,77,6
"4530164",176,814,24
"4530200",500,3566,124
"4530202",388,2240,74
"4530203",193,461,19
"4530205",378,1337,47
"4530206",243,980,39
"4530207",1043,2319,94
"4530208",873,3866,80
"4530209",114,471,16
"4530210",479,778,55
"4530211",281,907,35
"4530212",1798,1324,70
"4530213",0,0,0
"4530214",808,1192,64
"4530215",476,1029,39
"4530216",329,967,26
"4530217",312,1104,37
"4530218",1017,2981,119
"4530219",649,1205,46
"4530220",532,845,31
"4530221",374,342,21
"4530222",435,1322,57
"4530223",78,278,12
"4530224",15,85,2
"4530225",757,1825,86
"4530226",314,1023,27
"4530227",150,354,10
"4530228",494,927,38
"4530229",404,910,61
"4530231",843,1307,55
"4530232",2847,1974,115
"4530233",1296,1415,74
"4530234",976,690,38
"4530235",349,2085,70
"4530236",452,2029,75
"4530237",646,1012,56
"4530238",621,1495,79
"4530239",444,1488,60
"4530240",240,554,43
"4530241",276,1279,51
"4530242",727,3830,155
"4530243",377,1107,56
"4530244",1369,1375,81
"4530245",411,416,13
"4530246",487,891,54
"4530247",293,306,16
"4530248",374,1433,45
"4530249",728,1514,82
"4530250",923,2929,141
"4530251",791,1569,103
"4530252",503,1471,76
"4530253",969,1297,79
"4530254",685,1484,82
"4530256",782,785,50
"4530258",536,1193,54
"4530259",607,1434,77
"4530260",143,563,17
"4530262",1023,2345,94
"4530263",607,1535,57
"4530266",206,197,6
"4530267",339,720,37
"4530268",183,611,25
"4530273",528,1802,72
"4530274",289,1851,44
"4530275",306,2339,73
"4530277",1393,4151,119
"4530301",276,664,27
"4530302",1140,1412,74
"4530303",1011,1225,48
"4530304",1257,1788,76
"4530305",5,5,0
"4530306",1579,866,52
"4530307",509,555,30
"4530308",3140,1617,86
"4530309",623,1219,72
"4530310",1308,2422,111
"4530311",816,3262,102
"4530312",875,650,37
"4530313",56,294,5
"4530314",2171,1840,94
"4530315",1200,1771,67
"4530316",1800,1253,82
"4530317",998,1062,65
"4530318",279,354,19
"4530319",1110,661,42
"4530320",963,537,34
"4530321",215,344,11
"4530323",304,1060,35
"4530324",2698,1767,91
"4530325",26,61,1
"4530326",562,953,40
"4530327",955,1230,80
"4530328",869,1808,81
"4530329",1091,2088,120
"4530330",1192,992,62
"4530331",715,1191,64
"4530332",317,1821,77
"4530333",866,1175,53
"4530334",1057,1053,41
"4530335",663,999,38
"4530336",664,912,48
"4530337",1167,1752,99
"4530338",1676,2020,122
"4530339",401,896,46
"4530340",603,1998,100
"4530341",100,162,10
"4530342",620,2956,134
"4530343",575,1055,57
"4530344",301,996,54
"4530345",0,0,0
"4530346",2614,1181,74
"4530347",898,1073,53
"4530349",1264,2345,112
"4530350",797,2112,102
"4530351",300,856,27
"4530352",532,1860,95
"4530354",1297,1959,88
"4530356",329,1035,68
"4530357",209,252,15
"4530358",836,2431,100
"4530359",1929,1709,97
"4530360",987,1996,85
"4530361",420,511,29
"4530362",687,1438,67
"4530363",457,710,35
"4530364",1240,1461,62
"4530365",765,983,40
"4530366",1303,2225,87
"4530367",1947,2652,121
"4530368",195,105,6
"4530369",1963,1185,57
"4530370",601,364,30
"4530371",1297,649,83
"4530372",734,489,42
"4530373",2546,1087,148
"4530374",2396,1915,113
"4530375",403,262,22
"4530401",431,1078,31
"4530402",463,1354,40
"4530403",302,464,11
"4530404",522,2000,64
"4530405",135,432,10
"4530406",964,1218,55
"4530407",306,1293,51
"4530408",641,1665,77
"4530409",207,1265,61
"4530410",363,1791,67
"4530411",336,1054,42
"4530412",15,64,2
"4530413",206,862,22
"4530414",734,1841,82
"4530415",200,651,35
"4530416",82,247,8
"4530417",310,1062,36
"4530418",4,1,0
"4530419",104,241,11
"4530420",243,1609,73
"4530421",338,1647,65
"4530422",225,1377,55
"4530423",276,1694,42
"4530424",263,1540,56
"4530425",99,367,21
"4530426",193,1686,41
"4530427",172,1439,47
"4530428",376,769,33
"4530429",692,4474,136
"4530430",83,858,32
"4530431",419,3264,109
"4530432",0,1,0
"4530433",256,1872,56
"4530434",0,1,0
"4530435",995,2881,132
"4530436",19,206,4
"4530437",246,1460,68
"4530438",125,829,20
"4530439",268,2153,71
"4530440",156,701,27
"4530441",433,2165,88
"4530442",150,876,30
"4530443",301,1586,36
"4530444",6,106,2
"4530446",122,604,32
"4530447",470,2048,76
"4530448",277,1240,41
"4530450",411,2002,73
"4530451",403,1700,60
"4530452",171,973,15
"4530454",351,1077,31
"4530458",574,1951,82
"4530460",422,1924,68
"4530461",570,2945,129
"4530463",469,1844,78
"4550001",287,53,3
"4550002",338,40,2
"4550003",195,35,2
"4550004",125,17,2
"4550005",96,23,1
"4550006",122,11,0
"4550007",134,12,0
"4550008",212,24,2
"4550009",312,36,2
"4550010",143,23,0
"4550011",717,129,14
"4550012",52,11,0
"4550014",269,44,2
"4550015",54,7,0
"4550016",182,51,0
"4550017",276,145,3
"4550018",43,41,0
"4550019",559,100,6
"4550020",29,11,0
"4550021",148,22,2
"4570001",336,63,5
"4570002",293,158,5
"4570003",629,162,12
"4570004",564,79,3
"4570005",66,39,1
"4570006",247,25,1
"4570007",343,20,2
"4570008",113,10,2
"4570009",215,20,3
"4570010",647,68,8
"4570011",58,1,0
"4570013",271,33,2
"4570014",789,76,3
"4570015",461,39,2
"4570016",263,24,3
"4570017",167,66,1
"4570018",619,91,14
"4590001",818,155,21
"4590002",1331,114,12
"4590003",737,109,6
"4590004",471,107,7
"4590005",330,103,8
"4590006",658,97,11
"4590007",961,208,19
"4590008",401,90,7
"4590009",798,169,20
"4590010",1129,118,11
"4590011",278,68,7
"4590012",507,52,6
"4590013",373,109,3
"4590014",238,44,5
"4590015",903,86,16
"4590016",598,163,16
"4590017",851,289,12
"4590018",188,85,7
"4590019",4,1,0
"4590020",64,10,0
"4590021",0,0,0
"4610001",199,25,2
"4610002",114,12,1
"4610003",136,39,2
"4610004",260,49,3
"4610005",49,4,0
"4610006",102,19,0
"4630001",462,363,6
"4630002",487,217,4
"4630003",412,35,2
"4630004",295,46,0
"4630005",685,202,11
"4630006",133,27,3
"4630007",297,63,5
"4630008",387,423,13
"4630009",125,419,6
"4630010",62,159,0
"4630011",200,49,2
"4630012",708,397,16
"4630013",433,655,11
"4630014",69,15,1
"4650010A",7,8,1
"4650010B",379,461,14
"4650011",230,452,8
"4650012",41,80,1
"4650013",260,130,13
"4650020",104,11,0
"4650021",228,382,8
"4650022",333,460,5
"4650023",119,34,4
"4650024",230,284,5
"4650030",368,267,11
"4650031",1663,882,23
"4650032",138,32,0
"4650033",756,192,9
"4650040",816,1173,20
"4650041A",37,52,1
"4650041B",233,335,7
"4650042",17,1,1
"4650043",34,5,0
"467001A",746,89,12
"467001B",1196,178,18
"467001C",731,74,3
"467001D",543,87,6
"467001E",310,86,2
"467002A",1532,162,17
"467002B",751,70,8
"467002C",1061,95,9
"467002D",870,105,11
"467003A",475,79,1
"467003B",565,170,3
"467003C",1242,216,20
"467003D",1307,137,17
"467004A",643,88,13
"467004B",818,102,11
"467004C",773,104,10
"467004D",1474,238,19
"467004E",572,70,10
"4690001",82,110,3
"4690002",291,196,10
"4690003",409,200,13
"4690004",189,275,0
"4690005",486,455,14
"4690006",40,53,3
"4690007",256,480,4
"4690008",416,344,12
"4690009",293,172,5
"4690010",626,253,15
"4690011",209,49,2
"4690012",141,125,1
"4690013",247,210,5
"4690014",543,158,8
"4690015",66,15,0
"4690016",215,31,1
"4690017",170,81,4
"4690018",1674,330,24
"4690019",861,450,16
"4690020",700,116,11
"4690021",1847,426,27
"4690022",966,96,7
"4690023",821,127,3
"4690024",832,96,2
"4690025",1409,559,26
"4690026",487,116,7
"4690027",919,52,5
"4690028",254,31,2
"4690029",1272,345,16
"4690030",194,71,8
"4690031",195,122,8
"4690032",197,268,2
"4690033",2147,516,36
"4690034",96,225,2
"4690035",49,92,1
"4710101",104,136,5
"4710102",1121,820,56
"4710103",718,232,8
"4710104",975,169,12
"4710201",639,512,12
"4710203",323,55,3
"4710204",1064,377,18
"4710205",1531,330,27
"4710206",325,225,5
"4710301",463,729,16
"4710302",223,66,2
"4710303",264,75,5
"4710304",1587,347,25
"4710401",536,745,29
"4710403",663,182,18
"4710404",1663,331,25
"4730101",720,251,7
"4730102",446,355,6
"4730103",369,263,4
"4730104",238,108,7
"4730105",398,69,7
"4730206",1331,219,14
"4730207",1605,209,19
"4730208",540,213,6
"4730309",77,1626,8
"4730310",192,701,13
"4730311",325,115,8
"4730312",836,140,7
"4730313",194,94,4
"4730414",99,105,0
"4730415",646,187,16
"4730416",315,303,12
"4730417",200,337,5
"4730418",1279,291,13
"4730419",130,27,3
"4730420A",699,178,11
"4730420B",0,0,0
"4750002",771,143,19
"475001E",283,236,2
"475001W",48,74,1
"475003N",523,88,6
"475003S",135,16,2
"475004E",295,104,3
"475004M",93,20,2
"475004W",53,9,0
"4770101",470,223,10
"4770104",250,549,11
"4770109",543,99,6
"4770115",414,106,5
"4770117",8,14,0
"4770121",27,16,0
"4770202",77,39,1
"4770203",900,181,20
"4770205",1179,299,25
"4770208",851,92,12
"4770307",660,171,10
"4770311",585,100,16
"4770312",639,92,9
"4770316",104,26,2
"4770320",1086,120,17
"4770406",685,206,23
"4770410",639,92,8
"4770413",480,69,12
"4770414",470,60,5
"4770418",236,89,11
"4770419",229,87,5
"4790122",102,142,3
"4790124",228,624,7
"4790125",90,256,7
"4790128",46,166,3
"4790129",232,737,16
"4790130",353,1203,16
"4790132",320,952,15
"4790133",338,995,12
"4790134",205,578,13
"4790135",113,471,8
"4790136",80,140,3
"4790154",85,250,5
"4790164",96,268,4
"4790169",99,241,5
"4790215",154,389,7
"4790218",255,524,9
"4790219",229,398,12
"4790220",120,335,5
"4790221",211,357,6
"4790226",122,279,8
"4790227",518,1111,19
"4790231",497,1070,16
"4790237",151,198,2
"4790239",791,1323,23
"4790252A",313,795,14
"4790252B",3,8,0
"4790252C",16,39,0
"4790255",359,589,17
"4790266",184,396,9
"4790267",217,431,7
"4790268",27,66,0
"4790308",184,226,7
"4790309",426,931,14
"4790310",53,131,2
"4790311",169,451,7
"4790312",99,293,3
"4790338",18,65,0
"4790340",547,572,7
"4790341",401,393,12
"4790342",374,592,10
"4790343",489,806,8
"4790344",1275,1387,28
"4790345",389,615,16
"4790349",576,620,10
"4790350",11,5,1
"4790351",59,132,4
"4790356",903,1182,21
"4790359",669,1109,20
"4790360",100,178,6
"4790361",187,368,7
"4790362",46,105,2
"4790363",86,233,5
"4790401",106,393,11
"4790402",119,376,13
"4790403",101,280,2
"4790404",141,384,11
"4790405",135,382,7
"4790406",65,235,1
"4790407",41,100,4
"4790413",212,496,5
"4790414",64,219,4
"4790416",78,234,3
"4790417",62,152,3
"4790423",86,274,4
"4790446",417,930,7
"4790447",448,640,13
"4790448",53,94,2
"4790453",43,108,0
"4790457",21,11,0
"4790458",403,800,14
"4790465",77,222,4
"4810101A",352,177,1
"4810101B",450,231,6
"4810102",1141,303,19
"4810103",795,189,8
"4810201",1430,140,12
"4810202",145,286,5
"4810203",629,818,16
"4810301",1284,161,9
"4810302",906,235,9
"4810303",1047,116,3
"4810401",591,417,7
"4810402",493,146,6
"4810403",209,113,6
"4830001",142,4,0
"4830002",280,19,3
"4830003",271,27,2
"4830004",92,11,0
"4830005",61,2,0
"4830006",66,4,0
"4830007",83,4,1
"4830008",232,21,3
"4830009",396,31,3
"4830010",59,3,1
"4850101",151,42,1
"4850102",443,104,14
"4850103",1946,590,35
"4850104",619,184,6
"4850105",1210,454,26
"4850106",447,51,4
"4850107",22,4,0
"4850108",1557,399,22
"4850109",1607,453,29
"4850110",211,110,9
"4850111",192,164,8
"4850112",6,4,0
"4850113",204,86,6
"4850114A",6,1,0
"4850114B",11,2,0
"4850115",1,2,0
"4850116",17,2,0
"4850117",26,2,0
"4850201",399,116,8
"4850202",1082,517,34
"4850203",354,247,11
"4850204",102,9,4
"4850205",1706,302,18
"4850206",1104,246,19
"4850207",178,120,6
"4850208",60,15,2
"4850209",0,0,0
"4850210",0,0,0
"4850211",52,37,0
"4850301",3,1,0
"4850302",349,280,16
"4850303",221,424,9
"4850304",48,42,1
"4850305",103,69,2
"4850306",107,292,8
"4850307",95,37,0
"4850308",114,128,7
"4850309",1796,229,21
"4850310",706,81,10
"4850311",158,396,3
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",55,19,2
"4850316",11,7,1
"4850317",41,9,1
"4850318",170,46,8
"4850319",25,4,0
"4850401",1085,282,16
"4850402",304,89,9
"4850403",835,292,20
"4850404",1330,336,19
"4850405",534,316,13
"4850406",1119,383,26
"4850407",461,283,17
"4850408",8,0,0
"4850409",11,3,0
"4850410",127,27,0
"4850411",259,122,9
"4850412",357,39,6
"4850413",408,69,3
"4850414",258,39,0
"4870001A",462,86,14
"4870001B",50,6,0
"4870009",397,103,7
"4870019",510,243,8
"4870020",339,117,2
"4870021",964,130,19
"4890001",212,337,2
"4890002A",9,14,0
"4890002B",263,354,8
"4890003",189,180,1
"4890004",259,319,6
"4890005",103,182,6
"4890006",103,101,1
"4890007",212,236,6
"4890008",114,187,0
"4890009",155,185,3
"4890010",168,28,3
"4890011",127,111,2
"4890012",17,23,0
"4910119",1152,1009,73
"4910122",979,874,51
"4910135",623,1134,57
"4910138",1376,1186,79
"4910140",695,613,31
"4910145",556,979,39
"4910146",989,2048,106
"4910147",705,1385,66
"4910149",531,762,30
"4910150",513,813,44
"4910151",580,1029,69
"4910152",467,979,54
"4910160",1266,1426,94
"4910162",586,1075,53
"4910172",833,674,37
"4910182",1724,1051,57
"4910185",404,662,35
"4910186",732,1005,50
"4910189",791,1139,52
"4910190",1820,1461,90
"4910197",875,928,42
"4910198",1298,1357,94
"4910201",1762,1908,90
"4910202",694,437,26
"4910204",1579,1504,81
"4910206",1551,418,41
"4910207",2305,635,76
"4910216",833,750,61
"4910218",812,1132,59
"4910253",1594,1042,70
"4910254",1152,956,65
"4910259",1489,1087,70
"4910263",1478,1157,61
"4910264",1647,1081,93
"4910266",1270,1318,81
"4910267",1812,924,78
"4910273",875,964,74
"4910274",1141,2146,93
"4910275",590,1055,56
"4910277A",1507,1193,80
"4910277B",43,34,3
"4910278",1841,1762,109
"4910283",1444,1397,88
"4910287",1635,1351,112
"4910305",1662,524,39
"4910309",693,199,22
"4910310",738,227,18
"4910311",861,300,36
"4910312",1709,721,57
"4910314",895,1012,58
"4910330",1288,1166,71
"4910331",1402,951,82
"4910332",1628,1006,77
"4910333A",1293,1083,63
"4910333B",8,7,0
"4910337",1597,1376,64
"4910339",728,916,46
"4910341",885,389,35
"4910342",197,306,12
"4910343",1809,978,74
"4910344",2033,739,54
"4910345",1347,433,37
"4910368",1113,1068,47
"4910369",1655,1216,67
"4910370",1793,999,67
"4910371",1144,478,29
"4910379",2394,812,71
"4910381",1919,813,29
"4910392",2618,994,81
"4910393",1416,468,18
"4910394",2399,971,27
"4910395",1729,540,36
"4910396",2328,989,32
"4910402",1487,1589,88
"4910403",708,723,45
"4910413",235,112,7
"4910415",778,273,27
"4910420",1985,1822,82
"4910423",872,1089,65
"4910424",1664,950,60
"4910425",234,123,2
"4910426",703,485,33
"4910427",895,574,34
"4910428",1092,611,31
"4910429",305,488,25
"4910434",1525,349,26
"4910436",365,115,10
"4910455",497,887,30
"4910456",376,442,15
"4910463",1147,1856,86
"4910480",1226,1809,80
"4910484",1718,1697,92
"4910488",1002,815,39
"4910489",1530,1453,79
"4910490",638,548,36
"4910491",1402,1671,86
"4930101",870,424,10
"4930102",488,501,8
"4930103",612,296,16
"4930104",433,129,4
"4930205",785,231,5
"4930206",858,423,15
"4930207",910,287,13
"4930208",328,29,3
"4930209",275,14,1
"4930310",366,37,6
"4930311",979,140,10
"4930312",1297,173,25
"4930313",1278,250,24
"4930414",1110,178,9
"4930415",1914,320,26
"4930416",1201,368,24
"4950101",304,68,10
"4950201",93,22,2
"4950202",313,40,3
"4950301",328,61,1
"4950401",112,93,3
"4970001",1034,146,13
"4970002",1350,308,24
"4970003",415,45,3
"4970004",153,33,2
"4970005",853,133,12
"4970006",859,176,24
"4970007A",353,79,8
"4970007B",357,81,5
"4970008",1230,192,14
"4970009",1121,112,14
"4970010",296,36,3
"4970011",282,32,4
"4970012",768,107,10
"4970013",434,111,10
"4970014",863,166,11
"4970015",697,71,7
"4970016",1145,165,23
"4970017",1449,196,12
"4970018",385,72,7
"4970019",211,49,0
"4970020",608,68,10
"4970022",534,64,9
"4970023",915,134,14
"4970024",1527,325,30
"4970025",58,15,0
"4970027",1736,268,34
"49901-1",1344,228,19
"49901-2",1350,184,14
"49901-3",1049,148,8
"49901-4",353,27,2
"49902-1",212,17,6
"49902-2",1695,302,17
"49902-3",1366,281,17
"49903-1",582,87,6
"49903-2",1770,257,12
